,0,1,2,3,4,5,6,7,8,9
755,"84176 : Schöll, Fritz, 1850-1919"," 84089 : Goetz, Georg, 1849-1932",,,,,,,,
756,"84138 : Ritschl, Friedrich Wilhelm, 1806-1876"," 89571 : Fleckeisen, Alfred, 1820-1899",,,,,,,,
757,"89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,,,,,,,,
758,"91713 : Ribbeck, Otto, 1827-1898",,,,,,,,,
759,"84176 : Schöll, Fritz, 1850-1919"," 84089 : Goetz, Georg, 1849-1932",,,,,,,,
760,"84176 : Schöll, Fritz, 1850-1919"," 84089 : Goetz, Georg, 1849-1932",,,,,,,,
761,"84138 : Ritschl, Friedrich Wilhelm, 1806-1876",,,,,,,,,
762,"89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,,,,,,,,
763,"84089 : Goetz, Georg, 1849-1932"," 84176 : Schöll, Fritz, 1850-1919",,,,,,,,
764,"89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,,,,,,,,
765,"89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,,,,,,,,
766,"84176 : Schöll, Fritz, 1850-1919"," 84089 : Goetz, Georg, 1849-1932",,,,,,,,
767,"89571 : Fleckeisen, Alfred, 1820-1899",,,,,,,,,
768,"Giussani, Carlo, 1840-1900",,,,,,,,,
769,"Brieger, Adolf, 1832-1912",,,,,,,,,
770,"Brieger, Adolf, 1832-1912",,,,,,,,,
771,"Klotz, Alfred, 1874-1956",,,,,,,,,
772,"89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,,,,,,,,
773,"Friedrich, Wilhelm"," 89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,,,,,,,
774,"Friedrich, Wilhelm"," 89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,,,,,,,
775,"45498 : Vallauri, Tommaso",,,,,,,,,
776,"Peter, Hermann, 1837-1914",,,,,,,,,
777,"Hohl, Ernst, 1886-1957",,,,,,,,,
778,"Peter, Hermann, 1837-1914",,,,,,,,,
779,"Foerster, Richard, 1843-1922",,,,,,,,,
780,"84090 : Heiberg, J. L. (Johan Ludvig), 1854-1928",,,,,,,,,
781,"84090 : Heiberg, J. L. (Johan Ludvig), 1854-1928",,,,,,,,,
782,"Dederich, Andreas, 1804-1886",,,,,,,,,
783,"84097 : Hosius, Carl, 1866-1937",,,,,,,,,
784,"Manitius, Max, 1858-1933",,,,,,,,,
785,"Pichlmayr, Franz",,,,,,,,,
786,"89467 : Lindsay, W. M. (Wallace Martin), 1858-1937"," 89677 : Thewrewk, Emil, Ponori, 1838-1917",,,,,,,,
787,"Bauer, Ludwig, active 1883-1892",,,,,,,,,
788,"84045 : Baehrens, Emil, 1848-1888",,,,,,,,,
789,"84186 : Vollmer, Friedrich, 1867-1923",,,,,,,,,
790,"Deycks, Ferdinand, 1802-1867",,,,,,,,,
791,"89694 : Gundermann, Gotthold, 1856-1921",,,,,,,,,
792,"89694 : Gundermann, Gotthold, 1856-1921",,,,,,,,,
793,"Vollgraff, J.C. (Johann Christoph), 1848-1920",,,,,,,,,
794,"Knoellinger, Hermann, 1883-1914",,,,,,,,,
795,"Bernays, Jacob, 1824-1881.",,,,,,,,,
796,"Bernays, Jacob, 1824-1881",,,,,,,,,
797,"Bernays, Jacob, 1824-1881",,,,,,,,,
798,"Brieger, Adolf, 1832-1912",,,,,,,,,
799,"84048 : Blass, Friedrich, 1843-1907",,,,,,,,,
800,"89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,,,,,,,,
801,"89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,,,,,,,,
802,nan,,,,,,,,,
803,"Klotz, Alfred, 1874-1956",,,,,,,,,
804,"84103 : Kiessling, Adolf, 1837-1892",,,,,,,,,
805,"Scheibe, Karl Friedrich, 1812-1869",,,,,,,,,
806,"84048 : Blass, Friedrich, 1843-1907"," Dindorf, Wilhelm, 1802-1883",,,,,,,,
807,"Hofmeister, Adolf, 1883-1956",,,,,,,,,
808,"Owen, S. G. (Sidney George), 1858-1940",,,,,,,,,
809,"89684 : Merkel, Rudolf, 1811-1885",,,,,,,,,
810,"Siebelis, Johannes, 1817-1867"," Polle, Friedrich, 1830-1902",,,,,,,,
811,"89684 : Merkel, Rudolf, 1811-1885",,,,,,,,,
812,"84048 : Blass, Friedrich, 1843-1907",,,,,,,,,
813,"89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,,,,,,,,
814,"89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,,,,,,,,
815,"89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,,,,,,,,
816,"84048 : Blass, Friedrich, 1843-1907",,,,,,,,,
817,"84048 : Blass, Friedrich, 1843-1907",,,,,,,,,
818,"Scheibe, Karl Friedrich, 1812-1869",,,,,,,,,
819,"Scheibe, Karl Friedrich, 1812-1869",,,,,,,,,
820,"Scheibe, Karl Friedrich, 1812-1869",,,,,,,,,
821,"Clark, Albert Curtis, 1859-1937",,,,,,,,,
822,"Scheibe, Karl Friedrich, 1812-1869",,,,,,,,,
823,"84048 : Blass, Friedrich, 1843-1907",,,,,,,,,
824,"84048 : Blass, Friedrich, 1843-1907",,,,,,,,,
825,"Peterson, William, 1856-1921"," Clark, Albert Curtis, 1859-1937",,,,,,,,
826,"84048 : Blass, Friedrich, 1843-1907"," Benseler, Gustav Eduard, 1806-1868",,,,,,,,
827,"Dindorf, Wilhelm, 1802-1883"," 84048 : Blass, Friedrich, 1843-1907",,,,,,,,
828,"Dindorf, Wilhelm, 1802-1883",,,,,,,,,
829,"Peterson, William, 1856-1921"," Clark, Albert Curtis, 1859-1937",,,,,,,,
830,"89524 : Boor, Carl de 1848-1923",,,,,,,,,
831,"Schömann, Georg Friedrich, 1793-1879",,,,,,,,,
832,"Radermacher, Ludwig, 1867-1952"," Usener, Hermann, 1834-1905",,,,,,,,
833,"84174 : Schmitt, Johann Christoph",,,,,,,,,
834,"Klotz, Alfred, 1874-1956"," 89530 : Jahnke, Richard, 1868-1933",,,,,,,,
835,"Jacobitz, Karl",,,,,,,,,
836,"Jacobitz, Karl",,,,,,,,,
837,"91713 : Ribbeck, Otto, 1827-1898",,,,,,,,,
838,"89601 : Holder, Alfred, 1840-1916"," Keller, Otto, 1838-1927",,,,,,,,
839,"89459 : Gercke, Alfred, 1860-1922"," 89460 : Hermes, Emil, 1847-1911"," 89461 : Haase, Friedrich, 1808-1867"," 84092 : Hense, Otto, 1845-1931"," 84097 : Hosius, Carl, 1866-1937",,,,,
840,nan,,,,,,,,,
841,nan,,,,,,,,,
842,"89560 : Halm, Karl, 1809-1882",,,,,,,,,
843,nan,,,,,,,,,
844,"89461 : Haase, Friedrich, 1808-1867",,,,,,,,,
845,"84183 : Thomas, Paul, 1852-1937"," 89562 : Helm, Rudolf, 1874-1964",,,,,,,,
846,"89461 : Haase, Friedrich, 1808-1867",,,,,,,,,
847,"84090 : Heiberg, J. L. (Johan Ludvig), 1854-1928",,,,,,,,,
848,"Jahn, Johann Christian",,,,,,,,,
849,"Huemer, Johann, 1849-1915",,,,,,,,,
850,"91713 : Ribbeck, Otto, 1827-1898",,,,,,,,,
851,"84122 : Meineke, August, 1790-1870",,,,,,,,,
852,"Swoboda, Antonius, 1865-1928",,,,,,,,,
853,"Harster, Wilhelm, 1846-1901",,,,,,,,,
854,"Harster, Wilhelm, 1846-1901",,,,,,,,,
855,"Onions, John Henry, 1852-1889"," 89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,,,,,,,
856,"Onions, John Henry, 1852-1889"," 89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,,,,,,,
857,"84121 : Mayhoff, Karl, 1841-1914"," 84101 : Jan, Ludwig von 1807-1869",,,,,,,,
858,"Jacobitz, Karl",,,,,,,,,
859,"91713 : Ribbeck, Otto, 1827-1898",,,,,,,,,
860,"84090 : Heiberg, J. L. (Johan Ludvig), 1854-1928",,,,,,,,,
861,"Curtze, E. L. W. M. (Ernst Ludwig Wilhelm Maximilian), 1837-1903"," Menge, Heinrich"," 84090 : Heiberg, J. L. (Johan Ludvig), 1854-1928",,,,,,,
862,"84121 : Mayhoff, Karl, 1841-1914",,,,,,,,,
863,"84101 : Jan, Ludwig von 1807-1869"," 84121 : Mayhoff, Karl, 1841-1914",,,,,,,,
864,"89602 : Hultsch, Fridericus (Friedrich Otto), 1833-1906",,,,,,,,,
865,"Magnus, Hugo, 1851-1924",,,,,,,,,
866,"Magnus, Hugo, 1851-1924",,,,,,,,,
867,"Eyssenhardt, Franz, 1838-1901",,,,,,,,,
868,"Eyssenhardt, Franz, 1838-1901",,,,,,,,,
869,"Jahn, Johann Christian",,,,,,,,,
870,"Friedrich, Wilhelm"," 89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,,,,,,,
