Nid,Node UUID,Title,Authorized Name,Author Name Latin,Author Name English,Author Name Native Language,Also known as,Other Alternative Name Form(s),Author Birth Date,Author Death Date,Floruit/Active,Modern Geographic Identity,Ancient Geographic Identity,Time Period,Source,LoC Source,LofC URI,LoC ID,VIAF Source,VIAF ID,PHI Author Name,PHI Number,PHI or Stoa Number,DigilibLT Number,Perseus Name,Stoa Number,Perseus URN,CTS URN,Author Name Abbreviations,Path,Post date,BNE Name,BNE URL,BNF Name,BNF URL,DNB Name,DNB URL,ICCU Name,ICCU URL,ISNI Name,ISNI URL,Wikidata URL,Wikipedia,WorldCat Identity,DLL Identifier,DLL Number
71550,2f37f4b0-c974-4249-9788-a9b93c821a81,"71550 : Marineo, Lucio","Marineo, Lucio",Lucius Marineus Siculus,,Luca Marineo,,,Approximately 1444 A.D.,Approximately 1533 A.D.,15th Century A.D. - 16th Century A.D.,Italy,,Neo-Latin,,http://lccn.loc.gov/nr94026018,https://id.loc.gov/authorities/names/nr94026018,nr94026018,http://viaf.org/viaf/34585300,34585300,,,,,,,,,,/alli/author/2105,7/21/2017 19:53,"Marineo Siculo, Lucio ca. 1444-1536",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1356328,Marineo Luca 1444?-1530?,http://catalogue.bnf.fr/ark:/12148/cb12790500w,"Marineo, Lucio 1444-1533",http://d-nb.info/gnd/104328851,"Marineo , Luca",http://id.sbn.it/af/IT\ICCU\PALV\027198,"Marineo Sículo, Lucio",http://isni.org/isni/0000000081136348,https://www.wikidata.org/entity/Q4896779#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Lucio_Marineo_Siculo,https://www.worldcat.org/identities/lccn-nr94026018,A3811,3811
71549,08d08a54-f680-4ba0-9a32-03fa2f391814,"71549 : Siber, Adam, 1515-1583","Siber, Adam, 1515-1583",Adamus Siberus,,Adam Siber,,,1515 A.D.,1583 A.D.,16th Century A.D.,,,Neo-Latin,http://d-nb.info/gnd/129069957,http://lccn.loc.gov/nr89005267,https://id.loc.gov/authorities/names/nr89005267,nr89005267,http://viaf.org/viaf/69998537,69998537,,,,,,,,,,/alli/author/2104,7/21/2017 19:48,,,,,"Siber, Adam 1516-1584",http://d-nb.info/gnd/129069957,,,Adam Siber,http://isni.org/isni/0000000109132219,https://www.wikidata.org/entity/Q350894#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-nr89005267,A3825,3825
71548,bad695b3-92b9-496f-84d3-d7c93c5b9ac6,"71548 : Seymour, Margaret, Lady","Seymour, Margaret, Lady",,Margaret Seymour,,,,,,16th Century A.D.,England,,Neo-Latin,,http://lccn.loc.gov/n99264511,https://id.loc.gov/authorities/names/n99264511,n99264511,http://viaf.org/viaf/12291027,12291027,,,,,,,,,,/alli/author/2103,7/21/2017 19:44,,,Seymour Margaret 153.-15..,http://catalogue.bnf.fr/ark:/12148/cb12007198z,,,,,"Seymour, Margaret",http://isni.org/isni/0000000033872738,https://www.wikidata.org/entity/Q3646779#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Lady_Margaret_Seymour,https://www.worldcat.org/identities/lccn-n99264511,A3815,3815
71547,a1ee88f1-7783-4d02-8f50-50fd411180c0,"71547 : Warwick, Anne Dudley, Countess of, 1538-1587","Warwick, Anne Dudley, Countess of, 1538-1587",,Anne Dudley,,,,1538 A.D.,1587 A.D.,16th Century A.D.,England,,Neo-Latin,,http://lccn.loc.gov/nr93016394,https://id.loc.gov/authorities/names/nr93016394,nr93016394,http://viaf.org/viaf/305414788,305414788,,,,,,,,,,/alli/author/2102,7/21/2017 19:42,,,Seymour Anne 153.?-1588,http://catalogue.bnf.fr/ark:/12148/cb120071968,"Warwick, Anne Dudley of 1538-1588",http://d-nb.info/gnd/124002854,,,"Seymour, Anne 153.?-1588",http://isni.org/isni/000000035411150X,https://www.wikidata.org/entity/Q3601055#sitelinks-wikipedia,"https://en.wikipedia.org/wiki/Anne_Seymour,_Countess_of_Warwick",https://www.worldcat.org/identities/lccn-nr93016394,A3843,3843
71546,a940012c-18fc-45cd-9273-2c5b51336817,"71546 : Sergardi, Lodovico, 1660-1726","Sergardi, Lodovico, 1660-1726",,,Lodovico Sergardi,,,1660 A.D.,1726 A.D.,17th Century A.D. - 18th Century A.D.,,,Neo-Latin,http://opac.sbn.it/opacsbn/opac/iccu/scheda_authority.jsp?bid=IT%5CICCU%5CMILV%255...,http://lccn.loc.gov/n93050441,https://id.loc.gov/authorities/names/n93050441,n93050441,http://viaf.org/viaf/32025502,32025502,,,,,,,,,,/alli/author/2101,7/21/2017 19:30,,,Sergardi Lodovico 1660-1726,http://catalogue.bnf.fr/ark:/12148/cb120999557,"Sergardi, Lodovico 1660-1726",http://d-nb.info/gnd/100335535,"Sergardi , Lodovico",http://id.sbn.it/af/IT\ICCU\MILV\024808,"Sergardi, Lodovico 1660-1726",http://isni.org/isni/0000000079729232,https://www.wikidata.org/entity/Q3836387#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n93050441,A3834,3834
71545,a50ac017-8828-48ab-90a5-f09e8d8cd7ff,"71545 : Schottennius, Hermannus","Schottennius, Hermannus",Hermannus Schottennius,,Hermann Schottenius,,,,,16th Century A.D.,Germany,,Neo-Latin,,http://lccn.loc.gov/nr93009661,https://id.loc.gov/authorities/names/nr93009661,nr93009661,http://viaf.org/viaf/263556320,263556320,,,,,,,,,,/alli/author/2100,7/21/2017 19:27,,,Schottennius Hermann 15..-15..,http://catalogue.bnf.fr/ark:/12148/cb12262957z,"Schottenius, Hermann -1527",http://d-nb.info/gnd/100265219,,,"Schottennius, Hermann 15..-15.",http://isni.org/isni/0000000382132228,,,https://www.worldcat.org/identities/lccn-nr93009661,A5620,5620
71544,86427ff5-5fba-48fa-b514-c0b36c84a709,"71544 : Schöpper, Jacob, -1554","Schöpper, Jacob, -1554",Iacobus Schoepperus,,Jacob Schöpper,,,,1554 A.D.,16th Century A.D.,"Dortmund, Germany",,Neo-Latin,http://d-nb.info/gnd/118795376,http://lccn.loc.gov/nr94032740,https://id.loc.gov/authorities/names/nr94032740,nr94032740,http://viaf.org/viaf/122284849,122284849,,,,,,,,,,/alli/author/2099,7/21/2017 19:23,,,Schoepper Jacob 151.?-1554,http://catalogue.bnf.fr/ark:/12148/cb13542397s,"Schöpper, Jacob 1512-1554",http://d-nb.info/gnd/118795376,,,"Schoepper, Jacob 1510-1554",http://isni.org/isni/0000000109402098,,,https://www.worldcat.org/identities/lccn-nr94032740,A3828,3828
71543,51d98b76-33e7-404f-bd09-f0d43bd338fc,"71543 : Scholier, Pieter 1582-1635","Scholier, Pieter 1582-1635",Petrus Scholirius,,Pieter Scholier,,,1582 A.D.,1635 A.D.,17th Century A.D.,,,Neo-Latin,http://d-nb.info/gnd/1055512942,,,,http://viaf.org/viaf/309696253,309696253,,,,,,,,,,/alli/author/2098,7/21/2017 19:20,,,,,"Scholier, Pieter 1582-1635",http://d-nb.info/gnd/1055512942,,,,,https://www.wikidata.org/entity/Q27537242#sitelinks-wikipedia,,,A3819,3819
71541,204a9756-5737-49b2-83ba-2c0edf3c256e,"71541 : Sautel, Pierre-Juste, 1613-1662","Sautel, Pierre-Juste, 1613-1662",Petrus Justus Sautel,,Pierre-Juste Sautel,,,1613 A.D.,1662 A.D.,17th Century A.D.,France,,Neo-Latin,,http://lccn.loc.gov/no95056580,https://id.loc.gov/authorities/names/no95056580,no95056580,http://viaf.org/viaf/105145857804623020040,1.05146E+020,,,,,,,,,,/alli/author/2096,7/21/2017 19:09,,,,,"Sautel, Pierre-Juste 1613-1662",http://d-nb.info/gnd/115723994,,,"Sautel, Pierre Juste 1613-1662",http://isni.org/isni/0000000110229296,,,https://www.worldcat.org/identities/lccn-no95056580,A3847,3847
71540,29f7cb53-93d4-42d2-91ea-18b61f8b0654,71540 : Pseudo-Acro,Pseudo-Acro,,,,,,,,,,,Classical,,http://lccn.loc.gov/nr97044694,https://id.loc.gov/authorities/names/nr97044694,nr97044694.html,http://viaf.org/viaf/56720050,56720050,,,,AUT000218,Pseudo-Acro,stoa0004a,,urn:cts:latinLit:stoa0004a:,,/alli/author/2095,7/21/2017 17:41,,,,,,,,,Helenius Acro,http://isni.org/isni/0000000449215280,,,,A3838,3838
71539,c203f41d-d00a-4dd1-be2e-a392e8ff1754,"71539 : Johannes, de Aquila, -1478","Johannes, de Aquila, -1478",Giocanni Aquilano,,Giovanni da L'Aquila,,,,1479 A.D.,15th Century A.D.,"L'Aqiula, Italy",Holy Roman Empire,Medieval,,http://lccn.loc.gov/n00063689,https://id.loc.gov/authorities/names/n00063689,n00063689,http://viaf.org/viaf/10203705,10203705,,,,,,,,,,/alli/author/2094,7/21/2017 17:34,,,,,Johannes Aquilanus -1479,http://d-nb.info/gnd/100964966,Giovanni : da L'Aquila ,http://id.sbn.it/af/IT\ICCU\BVEV\027361,"Aquila, Johannes active 1378-1400",http://isni.org/isni/0000000433551845,,,https://www.worldcat.org/identities/lccn-n00063689,A3854,3854
71538,fb0ef667-4aa3-41fb-a738-3c7b30a4d39d,"71538 : Polycarp, Saint, Bishop of Smyrna","Polycarp, Saint, Bishop of Smyrna",Polycarpus Smyrnensis,"St. Polycarp, Bishop of Smyrna",,,,69 A.D. ,156 A.D.,1st Century A.D.-2nd Century A.D.,Izmir,Smyrna,Classical,,http://lccn.loc.gov/n50080400,https://id.loc.gov/authorities/names/n50080400,n50080400,http://viaf.org/viaf/2475604,2475604,,,,,,,,,,/alli/author/2093,7/21/2017 16:42,"Policarpo, Santo, Obispo de Esmirna",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1098227,Polycarpe saint 0069?-0155?,http://catalogue.bnf.fr/ark:/12148/cb119201952,Polycarpus Smyrnaeus -156,http://d-nb.info/gnd/11859558X,,,"Polykarpos d. ca 156 e.Kr helgon, biskop av Smyrna",http://isni.org/isni/0000000121178471,https://www.wikidata.org/entity/Q192371#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Polycarp,https://www.worldcat.org/identities/lccn-n50080400,A3808,3808
71537,2236ae7f-91ae-4f57-b1fb-4cf0c8d53633,"71537 : Paulus, Julius","Paulus, Julius",Julius Paulus,Julius Paulus,,,"Iustinianus, Justinian, Digest",,,3rd Century A.D.,,,Classical,,http://lccn.loc.gov/n50052119,https://id.loc.gov/authorities/names/n50052119,n50052119,http://viaf.org/viaf/54944455,54944455,"Iustinianus, Justinian, Digest",,,,"Paulus, Julius, fl. ca. 200",,,,,/alli/author/2092,7/21/2017 16:17,"Paulo, Julio",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1186376,Paulus Julius 01..-02..,http://catalogue.bnf.fr/ark:/12148/cb12068940b,,,,,,,https://www.wikidata.org/entity/Q248628#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Julius_Paulus_Prudentissimus,https://www.worldcat.org/identities/lccn-n50052119,A3822,3822
71536,b08caff9-c600-4b6f-be5e-39e92f20f0f2,"71536 : Orsisius, Saint","Orsisius, Saint",Orsiesius abbas Tabennensis,St. Orsisius,,,,,Approximately 380 A.D.,4th Century A.D.,,,Classical,,http://lccn.loc.gov/no96035107,https://id.loc.gov/authorities/names/no96035107,no96035107,http://viaf.org/viaf/35251070,35251070,,,,,,,,,,/alli/author/2091,7/21/2017 15:31,,,Horsièse saint,http://catalogue.bnf.fr/ark:/12148/cb16844079f,Orsiesius Sanctus 305-390,http://d-nb.info/gnd/118707140,,,Orsiesius,http://isni.org/isni/0000000009796093,,,https://www.worldcat.org/identities/lccn-no96035107,A3848,3848
71535,dce83e96-4904-4c1c-a4e4-69c4798d50ef,"71535 : Alcock, John, 1430-1500","Alcock, John, 1430-1500",Johannes Alcock,John Acton,,,,1430 A.D.,1500 A.D.,15th Century A.D.,,Kingdom of England,Medieval,http://www.oxforddnb.com.ezproxy.lib.ou.edu/view/article/289,http://lccn.loc.gov/nr92044424,https://id.loc.gov/authorities/names/nr92044424,nr92044424,http://viaf.org/viaf/22530601,22530601,,,,,,,,,,/alli/author/2090,7/21/2017 7:08,,,Alcock John ca 1430-1500,http://catalogue.bnf.fr/ark:/12148/cb162962513,Johannes Alcock 1430-1500,http://d-nb.info/gnd/102519536,,,"Alcock, John 1430-1500",http://isni.org/isni/0000000083641022,https://www.wikidata.org/entity/Q1699108#sitelinks-wikipedia,https://en.wikipedia.org/wiki/John_Alcock_(bishop),https://www.worldcat.org/identities/lccn-nr92044424,A3840,3840
71534,683154f5-18c3-4ca3-b732-d47edebe4fc0,"71534 : Acton, John, -1350","Acton, John, -1350",Johannes de Actona,John Acton,,,,,1350 A.D. ,13th Century A.D. - 14th Century A.D.,"Lincoln, England",Kingdom of England,Medieval,http://thesaurus.cerl.org/record/cnp01362550,http://lccn.loc.gov/n84233832,https://id.loc.gov/authorities/names/n84233832,n84233832,http://viaf.org/viaf/5357362,5357362,,,,,,,,,,/alli/author/2089,7/21/2017 6:49,,,Acton Jean d' 12..-1350,http://catalogue.bnf.fr/ark:/12148/cb13320352k,"Acton, John d. 1350",http://d-nb.info/gnd/1089782055,,,"Acton, John -1350",http://isni.org/isni/0000000061304201,https://www.wikidata.org/entity/Q16146552#sitelinks-wikipedia,https://en.wikipedia.org/wiki/John_Acton_(canon_lawyer),https://www.worldcat.org/identities/lccn-n84233832,A3831,3831
71533,dfb44f29-4e32-463d-a3fd-f209ac20310e,"71533 : Jocelin, de Brakelond, active 1173-1215","Jocelin, de Brakelond, active 1173-1215",Jocelinus de Brakelonda,Jocelin of Brakelond,,,,,,12th Century A.D. - 13th Century A.D.,"Brakelond, England",Kingdom of England,Medieval,http://www.oxforddnb.com.ezproxy.lib.ou.edu/view/article/14829,http://lccn.loc.gov/n88137737,https://id.loc.gov/authorities/names/n88137737,n88137737,http://viaf.org/viaf/58169483,58169483,,,,,,,,,,/alli/author/2088,7/21/2017 5:53,,,,,Iocelinus de Furness 1175-1215,http://d-nb.info/gnd/102369313,,,,,https://www.wikidata.org/entity/Q3179816#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Jocelin_of_Glasgow,https://www.worldcat.org/identities/lccn-n88137737,A3810,3810
71532,1605a02c-7864-4c86-a5e2-7f38d9ed072f,"71532 : Jocelin, active 1200","Jocelin, active 1200",Jocelinus,Jocelin Monk of Furness,,,,,,13th Century A.D.,"Furness, England",Kingdom of England,Medieval,,http://lccn.loc.gov/nr90010887,https://id.loc.gov/authorities/names/nr90010887,nr90010887,http://viaf.org/viaf/172179352,172179352,,,,,,,,,,/alli/author/2087,7/21/2017 5:36,,,,,,,,,Jocelinus 12..-12. Monk of Furness,http://isni.org/isni/0000000122446431,,,https://www.worldcat.org/identities/lccn-nr90010887,A3824,3824
71531,b601b9f8-fcdb-43ad-a102-91a7749ffa10,"71531 : Jerome, of Moravia, active 1272-1304","Jerome, of Moravia, active 1272-1304",Hieronymus de Moravia,Jerome of Moravia,Jeroným Moravský,,,,,13th Century A.D. - 14th Century A.D.,Czech Republic,Moravia,Medieval,http://thesaurus.cerl.org/record/cnp01336145,http://lccn.loc.gov/no95003032,https://id.loc.gov/authorities/names/no95003032,no95003032,http://viaf.org/viaf/95188649,95188649,,,,,,,,,,/alli/author/2086,7/21/2017 5:17,,,,,Hieronymus de Moravia 1250-,http://d-nb.info/gnd/119095726,,,Jérôme fl. 1272-1304 de Moravie,http://isni.org/isni/0000000109272510,https://www.wikidata.org/entity/Q821186#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Jerome_of_Moravia,https://www.worldcat.org/identities/lccn-no95003032,A3814,3814
71530,943941a0-f9f9-4b0c-9c17-0a5f515cc059,"71530 : Yonge, James","Yonge, James",,James Yonge,,,,,,15th Century A.D.,,Kingdom of Ireland,Medieval,http://www.oxforddnb.com.ezproxy.lib.ou.edu/view/article/30224,http://lccn.loc.gov/n2008025304,https://id.loc.gov/authorities/names/n2008025304,n2008025304,http://viaf.org/viaf/41311182,41311182,,,,,,,,,,/alli/author/2085,7/21/2017 4:40,,,Yonge James 13..-14.. traducteur,http://catalogue.bnf.fr/ark:/12148/cb112733161,,,,,"Yonge, James",http://isni.org/isni/000000006156277X,,,https://www.worldcat.org/identities/lccn-n2008025304,A3842,3842
71529,b7e658ec-c712-40db-a753-fd3a62359ca9,"71529 : Sarbiewski, Maciej Kazimierz, 1595-1640","Sarbiewski, Maciej Kazimierz, 1595-1640",Matthias Casimirus Sarbevius,,Maciej Kazimierz Sarbiewski,,,1595 A.D.,1640 A.D.,17th Century A.D.,,,Neo-Latin,http://d-nb.info/gnd/119055031,http://lccn.loc.gov/n85049185,https://id.loc.gov/authorities/names/n85049185,n85049185,http://viaf.org/viaf/36947664,36947664,,,,,,,,,,/alli/author/2084,7/21/2017 4:35,,,Sarbiewski Maciej Kazimierz 1595-1640,http://catalogue.bnf.fr/ark:/12148/cb121036318,"Sarbiewski, Maciej Kazimierz 1595-1640",http://d-nb.info/gnd/119055031,,,Maciej Kazimierz Sarbiewski polski poeta łaciński i teoretyk literatury,http://isni.org/isni/000000011229848X,https://www.wikidata.org/entity/Q471723#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Maciej_Kazimierz_Sarbiewski,https://www.worldcat.org/identities/lccn-n85049185,A3833,3833
71528,1b6f0463-77f1-4436-b4ca-37df1d263d0d,"71528 : Sapidus, Johannes, 1490-1561","Sapidus, Johannes, 1490-1561",,,Jean Witz,,,1490 A.D.,1561 A.D.,16th Century A.D.,,,Neo-Latin,http://catalogue.bnf.fr/ark:/12148/cb135782638,http://lccn.loc.gov/n92054078,https://id.loc.gov/authorities/names/n92054078,n92054078,http://viaf.org/viaf/24771033,24771033,,,,,,,,,,/alli/author/2083,7/21/2017 4:28,,,Sapidus Johannes 1490-1561,http://catalogue.bnf.fr/ark:/12148/cb135782638,"Sapidus, Johannes 1490-1561",http://d-nb.info/gnd/130816124,,,"Sapidus, Johann 1490-1561",http://isni.org/isni/0000000072440292,https://www.wikidata.org/entity/Q3126999#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n92054078,A5619,5619
71527,345ec9ee-1240-4b5a-9de6-fa91201c0474,"71527 : Zsámboki, János, 1531-1584","Zsámboki, János, 1531-1584",Johannes Pannonicus Sambucus,,János Zsámboki,,,1531 A.D.,1584 A.D.,16th Century A.D.,,,Neo-Latin,,http://lccn.loc.gov/n85065351,https://id.loc.gov/authorities/names/n85065351,n85065351,http://viaf.org/viaf/61551948,61551948,,,,,,,,,,/alli/author/2082,7/21/2017 4:20,,,Zsámboky János 1531-1584,http://catalogue.bnf.fr/ark:/12148/cb11923558p,"Sambucus, Johannes 1531-1584",http://d-nb.info/gnd/118751069,,,"Zsamboki, Janos 1531-1584",http://isni.org/isni/0000000121355837,https://www.wikidata.org/entity/Q931436#sitelinks-wikipedia,https://en.wikipedia.org/wiki/János_Zsámboky,https://www.worldcat.org/identities/lccn-n85065351,A3827,3827
71526,50eb0bf6-a2e6-4321-805a-27348cb0485b,"71526 : Salutati, Coluccio, 1331-1406","Salutati, Coluccio, 1331-1406",Colutius Salutatus,,Coluccio Salutati,,,1331 A.D.,1406 A.D.,14th Century A.D. - 15th Century A.D.,,,Neo-Latin,,http://lccn.loc.gov/n80081447,https://id.loc.gov/authorities/names/n80081447,n80081447,http://viaf.org/viaf/61554735,61554735,,,,,,,,,,/alli/author/2081,7/21/2017 4:16,"Salutati, Coluccio 1331-1406",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1344501,Salutati Coluccio 1331-1406,http://catalogue.bnf.fr/ark:/12148/cb119869086,"Salutati, Coluccio 1331-1406",http://d-nb.info/gnd/118605178,"Salutati , Coluccio",http://id.sbn.it/af/IT\ICCU\BVEV\012242,"Salutati, Coluccio 1330/31-1406",http://isni.org/isni/0000000121017539,https://www.wikidata.org/entity/Q93113#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Coluccio_Salutati,https://www.worldcat.org/identities/lccn-n80081447,A3818,3818
71525,65e3c2f8-f5aa-4be7-b718-0d1f338c7409,"71525 : Sabinus, Georg, 1508-1560","Sabinus, Georg, 1508-1560",Georgius Sabinus,,Georg Schuler,,,1508 A.D.,1560 A.D.,16th Century A.D.,,,Neo-Latin,,http://lccn.loc.gov/nr93009460,https://id.loc.gov/authorities/names/nr93009460,nr93009460,http://viaf.org/viaf/771155,771155,,,,,,,,,,/alli/author/2080,7/21/2017 4:10,,,Sabinus Georg Schuler 1508-1560,http://catalogue.bnf.fr/ark:/12148/cb10698766v,"Sabinus, Georg 1508-1560",http://d-nb.info/gnd/116713550,,,"Sabinus, Georgius",http://isni.org/isni/0000000108545863,https://www.wikidata.org/entity/Q69731#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Georg_Sabinus,https://www.worldcat.org/identities/lccn-nr93009460,A3846,3846
71524,f3548f24-82be-4737-bca3-94488cf946dd,"71524 : Sabinus, Angelus, active 15th century","Sabinus, Angelus, active 15th century",Angelus Sabinus,,Angelo Sabino,,,,,15th Century A.D.,Italy,,Neo-Latin,,http://lccn.loc.gov/n85356508,https://id.loc.gov/authorities/names/n85356508,n85356508,http://viaf.org/viaf/95306464,95306464,,,,,,,,,,/alli/author/2079,7/21/2017 4:04,,,Angelo Sabino,http://catalogue.bnf.fr/ark:/12148/cb12215800d,Angelus Cneus Sabinus,http://d-nb.info/gnd/102833249,,,,,https://www.wikidata.org/entity/Q4762951#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Angelo_Sabino,,A3837,3837
71523,a661328c-e912-42f7-b7c0-d030ef10f55c,"71523 : Jacobus, de Dacia, approximately 1483-1567","Jacobus, de Dacia, approximately 1483-1567",Jacobus de Dacia,Brother Jacob,Jakob den Danske,,,approximately 1483 A.D.,1567 A.D.,16th Century A.D.,Denmark,,Neo-Latin,,http://lccn.loc.gov/n87882930,https://id.loc.gov/authorities/names/n87882930,n87882930,http://viaf.org/viaf/281048739,281048739,,,,,,,,,,/alli/author/2078,7/21/2017 3:34,,,,,,,,,Jacobus approximately 1483-1567 de Dacia,http://isni.org/isni/0000000387958176,,,https://www.worldcat.org/identities/lccn-n87882930,A3853,3853
71522,231febcc-0634-4924-bf5f-1ee116f6138b,"71522 : Isaac, of Stella, -1169","Isaac, of Stella, -1169",Isaac de Stella,Isaac of Stella,Isaac de L'Étoile,,,approximately 1100 A.D. ,1169 A.D. ,12th Century A.D.,,,Medieval,http://oxfordindex.oup.com/view/10.1093/oi/authority.20110803100011922?rskey=r33...,http://lccn.loc.gov/n79063806,https://id.loc.gov/authorities/names/n79063806,n79063806,http://viaf.org/viaf/90638330,90638330,,,,,,,,,,/alli/author/2077,7/21/2017 2:42,Isaac de Stella,http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1767105,Isaac de L'Étoile 11..-1169?,http://catalogue.bnf.fr/ark:/12148/cb12071081z,Isaak von Stella 1100-1169,http://d-nb.info/gnd/100950922,,,Isaac de Stella f. 1147-1155,http://isni.org/isni/0000000107768061,https://www.wikidata.org/entity/Q1673525#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Isaac_of_Stella,https://www.worldcat.org/identities/lccn-n79063806,A3826,3826
71521,d7ccde3c-964b-4aa0-b785-2694b85a36ce,"71521 : Rutgers, Johannes, 1589-1625","Rutgers, Johannes, 1589-1625",Janus Rutgersius,,Johannes Rutgers,,,1589 A.D.,1625 A.D.,17th Century A.D.,,,Neo-Latin,,http://lccn.loc.gov/no93016969,https://id.loc.gov/authorities/names/no93016969,no93016969,http://viaf.org/viaf/122020529,122020529,,,,,,,,,,/alli/author/2076,7/20/2017 21:00,,,Rutgers Johannes 1589-1625,http://catalogue.bnf.fr/ark:/12148/cb12565925k,"Rutgers, Johannes 1589-1625",http://d-nb.info/gnd/100327710,,,"Rutgers, Johannes",http://isni.org/isni/0000000110335080,https://www.wikidata.org/entity/Q3161746#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-no93016969,A3817,3817
71520,99d9271f-01e1-4680-a245-1e917d9ffd76,"71520 : Ruggle, George, 1575-1622","Ruggle, George, 1575-1622",,George Ruggle,,,,1575 A.D.,1622 A.D.,16th Century A.D. - 17th Century A.D.,England,,Neo-Latin,,http://lccn.loc.gov/n83148854,https://id.loc.gov/authorities/names/n83148854,n83148854,http://viaf.org/viaf/67531261,67531261,,,,,"Ruggle, George, 1575-1622",stoa0245,,urn:cts:latinLit:stoa0245:,,/alli/author/2075,7/20/2017 20:55,,,,,"Ruggle, George 1575-1622",http://d-nb.info/gnd/128911778,,,"Ruggle, George",http://isni.org/isni/0000000083908487,https://www.wikidata.org/entity/Q18810739#sitelinks-wikipedia,,https://www.worldcat.org/identities/lccn-n83148854,A3845,3845
71519,22c596fe-9684-4b48-af53-050a1cdcd7cf,"71519 : Royen, Adrianus van, 1704-1779","Royen, Adrianus van, 1704-1779",,,Adrianus van Royen,,,1704 A.D.,1779 A.D.,18th Century A.D.,"Leiden, Netherlands",,Neo-Latin,,http://lccn.loc.gov/n91015955,https://id.loc.gov/authorities/names/n91015955,n91015955,http://viaf.org/viaf/7734115,7734115,,,,,,,,,,/alli/author/2074,7/20/2017 20:51,,,,,"Royen, Adrian van 1704-1779",http://d-nb.info/gnd/100553532,,,Adriaan van Royen Nederlands botanicus (1704-1779),http://isni.org/isni/0000000080873071,https://www.wikidata.org/entity/Q367689#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Adriaan_van_Royen,https://www.worldcat.org/identities/lccn-n91015955,A3836,3836
71518,6bc74373-482c-479a-87c5-025de2abe923,"71518 : Roulers, Adrien de","Roulers, Adrien de",Adrianus Roulerius,,,,,,,16th Century A.D.,"Roeselare, Belgium",,Neo-Latin,,,,,http://viaf.org/viaf/7814388,7814388,,,,,,,,,,/alli/author/2073,7/20/2017 20:47,,,,,"Roulers, Adrien de -1597",http://d-nb.info/gnd/104091045,,,"Rovlerivs, Adrianus -1597",http://isni.org/isni/0000000079824328,,,,A3829,3829
71517,d1006c2d-9e8d-4b93-be33-9bf13812737f,"71517 : Erythraeus, Janus Nicius, 1577-1647","Erythraeus, Janus Nicius, 1577-1647",Janus Nicius Erythraeus,,Giovanni Vittorio Rossi,,,1577 A.D.,1647 A.D.,16th Century A.D. - 17th Century A.D.,"Rome, Italy",,Neo-Latin,,http://lccn.loc.gov/no96023034,https://id.loc.gov/authorities/names/no96023034,no96023034,http://viaf.org/viaf/49230904,49230904,,,,,,,,,,/alli/author/2072,7/20/2017 20:43,,,Rossi Gian Vittorio 1577-1647,http://catalogue.bnf.fr/ark:/12148/cb11922627f,"Rossi, Gian Vittorio 1577-1647",http://d-nb.info/gnd/104264683,,,"Rossi, Gian Vittorio 1577-1647",http://isni.org/isni/0000000061426911,https://www.wikidata.org/entity/Q3762764#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Gian_Vittorio_Rossi,https://www.worldcat.org/identities/lccn-no96023034,A3807,3807
