Index,Author,Editor,DLL Work Authority Record(s),Title,Place,Publisher,Date,Url,Publication Year,Num Pages,Number Of Volumes,Short Title,Series,Archive,Library Catalog,Manual Tags,Automatic Tags
744,,"Brummer, Jacob",,Vitae Vergilianae,Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/001221689,1912,74 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
746,"45443 : Vitruvius Pollio; 45032 : Cetius Faventinus, Marcus","84140 : Rose, Valentin, 1829-1916",,Vitruvii De architectura libri decem.,Lipsiae,in aedibus B. G. Teubneri,1899,https://catalog.hathitrust.org/Record/100841634,1899,317 p.,,,,Hathi Trust,The Getty Research Institute,Early works to 1800; Architecture,
748,,"Baehrens, W. A. (Willem Adolf), 1885-1929; 84045 : Baehrens, Emil, 1848-1888",,XII panegyrici latini; post Aemilium Baehrensiuri iterum recensuit Guilielmus Baehrens.,Lipisiae,in aedibus B. G. Teubneri,1911,https://catalog.hathitrust.org/Record/001724573,1911,326 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S. r.],Hathi Trust,University of Michigan,,
749,,"84045 : Baehrens, Emil, 1848-1888",,XII panegyrici latini.,Lipsiae,in aedibus B. G. Teubneri,1874,https://catalog.hathitrust.org/Record/001724572,1874,324 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,Hathi Trust,Harvard University,,
750,"49624 : Donatus, Tiberius Claudius; Georges, Heinrich, 1852-1921",,,Tiberi Claudi Donati ad Tiberium Claudium Maximum Donatianum filium suum Interpretationes Vergilianae; primum ad vetustissimorum codicum fidem recognitas edidit Henricus Georgii ...,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/001769478,1905,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
752,,,,"Thesaurus linguae latinae, editus auctoritate et consilio academiarum quinque Germanicarum Berolinensis Gottingensis Lipsiensis Monacensis Vindobenensis: index librorum scriptorum inscriptionum ex quibus exempla adferuntur.",Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100882733,1904,109 p.,,,,Hathi Trust,Michigan State University,Latin language; Dictionaries.,
753,,,,Thesaurus linguae Latinae,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/008895803,1900,,,,,Hathi Trust,University of California,fast; Latin language; Latin language.; Dictionaries.; (OCoLC)fst00993125; (OCoLC)fst01423826; Dictionnaires latins.; Dictionnaires.; gtt; Latijn.; Latin (Langue); Philologie latine,
754,"45396 : Statius, P. Papinius (Publius Papinius)","Klotz, Alfred, 1874-1956",,Thebais.,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100322750,1908,,,,,Hathi Trust,Harvard University,,
757,"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,T. Macci Plavti Comoediae,Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100572737,1904,161 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Illinois at Urbana-Champaign,,
759,"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,T. Macci Plavti Comoediae,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/100642463,1896,165 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign,Latin drama (Comedy),
762,"45336 : Plautus, Titus Maccius","Ribbeck, Otto, 1827-1898",,T. Macci Plauti Miles gloriosus.,Lipsiae,in aedibus B. G. Teubneri,1881,https://catalog.hathitrust.org/Record/009624033,1881,106 p.,,,,Hathi Trust,Harvard University,,
763,"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,T. Macci Plauti Comoediae,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/008910456,1895,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University,,
764,"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,T. Macci Plauti Comoediae,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/009789370,1892,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,,
765,"45336 : Plautus, Titus Maccius","84138 : Ritschl, Friedrich Wilhelm, 1806-1876",,T. Macci Plauti comoediae,Lipsiae,in aedibus B. G. Teubneri,1871,https://catalog.hathitrust.org/Record/008691966,1871,,4 v.,,,Hathi Trust,New York Public Library,,
767,"45336 : Plautus, Titus Maccius","84089 : Goetz, Georg, 1849-1932; 84176 : Schöll, Fritz, 1850-1919",,T. Macci Plauti Comoediae,,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/007517337,1901,,,,,Hathi Trust,Pennsylvania State University,,
770,"45336 : Plautus, Titus Maccius","84176 : Schöll, Fritz, 1850-1919; 84089 : Goetz, Georg, 1849-1932",,T. Macci Plauti Comoediae,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/008910456,1895,,7 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University,,
773,"45255 : Lucretius Carus, Titus","Brieger, Adolf, 1832-1912",,T. Lucreti Cari De rerum natura libri sex.,Lipsiae,in aedibus B. G. Teubneri,1902,https://catalog.hathitrust.org/Record/100386367,1902,230 p.,,,,Hathi Trust,Harvard University,,
774,"45255 : Lucretius Carus, Titus","Brieger, Adolf, 1832-1912",,T. Lucreti Cari De rerum natura libri sex.,Lipsiae,in aedibus B. G. Teubneri,1899,https://catalog.hathitrust.org/Record/005137277,1899,230 p.,,,,Hathi Trust,Harvard University,,
775,"45036 : Cicero, Marcus Tullius","Klotz, Alfred, 1874-1956",,Scripta quae manserunt omnia.,Lipsiae,in aedibus B. G. Teubneri,1914,https://catalog.hathitrust.org/Record/000350070,1914,,,,,Hathi Trust,University of Michigan,,
776,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,Scripta quae manserunt omnia.,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/100639136,1896,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California,,
777,"45036 : Cicero, Marcus Tullius","Friedrich, Wilhelm; 89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,Scripta quae manserunt omnia.,Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/007113406,1889,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California,,
778,"45036 : Cicero, Marcus Tullius","Friedrich, Wilhelm; 89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,Scripta quae manserunt omnia.,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/007476064,1893,,19 v.,,,Hathi Trust,University of Minnesota,,
780,,"Peter, Hermann, 1837-1914",,Scriptores historiae Augustae,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/008910454,1884,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
781,,"Hohl, Ernst, 1886-1957",,Scriptores historiae Augustae.,Lipsiae,in aedibus B. G. Teubneri,1965,https://catalog.hathitrust.org/Record/001724597,1965,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
786,"45347 : Propertius, Sextus","84097 : Hosius, Carl, 1866-1937",,Sex. Propertii Elegiarum libri IV,Lipsiae,in aedibus B. G. Teubneri,1911,https://catalog.hathitrust.org/Record/001809600,1911,190 p.,,,,Hathi Trust,University of California,,
787,44521 : Amarcius,"Manitius, Max, 1858-1933",,Sexti Amarcii Galli Piosistrata Sermonum libri IV: e codice dresdensi A.167a,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/100380439,1888,105 p.,,Sexti Amarcii Galli Piosistrata Sermonum libri IV,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
788,"45776 : Festus, Sextus Pompeius; 45127 : Paul, the Deacon, 720-799?; 72032 : Verrius Flaccus, Marcus","89467 : Lindsay, W. M. (Wallace Martin), 1858-1937; 89677 : Thewrewk, Emil, Ponori, 1838-1917",,Sexti Pompei Festi De verborum significatu quae supersunt cum Pauli epitome,Lipsiae,in aedibus B. G. Teubneri,1913,https://catalog.hathitrust.org/Record/008900043,1913,573 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University,Latin language; Dictionaries.,
789,"45385 : Silius Italicus, Tiberius Catius","Bauer, Ludwig, active 1883-1892",,Sili Italici Punica,Lipsiae,in aedibus B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/012298546,1890,,2 v.,,,Hathi Trust,University of Illinois at Urbana-Champaign,Poetry.; 218-201 B.C.; 2nd; Punic War,
793,"45777 : Frontinus, Sextus Julius","89694 : Gundermann, Gotthold, 1856-1921",,Strategematon libri qvattvor edidit Gottholdvs Gvndermann.,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/009774996,1888,176 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia,Early works to 1800; Military art and science,
797,"45255 : Lucretius Carus, Titus","Bernays, Jacob, 1824-1881",,T. Lucreti Cari De rerum natura libri sex,Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/007964501,1886,198 p.,,,,Hathi Trust,University of Wisconsin - Madison,,
799,"45255 : Lucretius Carus, Titus","Brieger, Adolf, 1832-1912",,T. Lucreti Cari De rerum natura libri sex.,Lipsiae,in aedibus B. G. Teubneri,1894,https://catalog.hathitrust.org/Record/001809029,1894,206 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
804,"45036 : Cicero, Marcus Tullius","Klotz, Alfred, 1874-1956",,Orationes.  De provinciis consularibus. Pro L. Cornelio Balbo.  In Pisonem,Lipsiae,in aedibus B. G. Teubneri,1916,https://catalog.hathitrust.org/Record/010551076,1916,,,,,Hathi Trust,Indiana University,,
805,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","84103 : Kiessling, Adolf, 1837-1892",,"Oratorum et rhetorum sententiae, divisiones, colores.",Lipsiae,in aedibus B. G. Teubneri,1872,https://catalog.hathitrust.org/Record/011665031,1872,557 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,,
810,"45112 : Ovid, 43 B.C.-17 A.D. or 18 A.D.","89684 : Merkel, Rudolf, 1811-1885",,P. Ovidii Nasonis Fastorum libri VI,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100739979,1908,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Chicago,,
811,"45112 : Ovid, 43 B.C.-17 A.D. or 18 A.D.","Siebelis, Johannes, 1817-1867; Polle, Friedrich, 1830-1902",,P. Ovidii Nasonis Metamorphoseon delectus Siebelisianus,Lipsiae,in aedibus B. G. Teubneri,1918,https://catalog.hathitrust.org/Record/007964578,1918,260 p.,,,,Hathi Trust,University of Wisconsin - Madison,,
814,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,"Orationes Pro P. Sulla, Pro A. Licinio Archia poëta, Pro L. Flacco",Lipsiae,in aedibus B. G. Teubneri,1897,https://catalog.hathitrust.org/Record/100837176,1897,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa,,
815,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,"Orationes Pro P. Sestio, In P. Vatinium, Pro M. Caelio",Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/011595527,1889,113 p.,,,,Hathi Trust,University of California,,
816,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,"Orationes Pro M. Tullio, Pro M. Fonteio, Pro A. Caecina, De imperio Cn. Pompeii, Pro Lege Manilia",Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/100835760,1895,99 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa,,
834,"70841 : Palladius, Rutilius Taurus Aemilianus","84174 : Schmitt, Johann Christoph",,Opus agriculturae ex recensione J. C. Schmittii.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100192641,1898,269 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Illinois at Urbana-Champaign,,
835,"45396 : Statius, P. Papinius (Publius Papinius)","Klotz, Alfred, 1874-1956; 89530 : Jahnke, Richard, 1868-1933",,Opera.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/010551067,1898,,3 v.,,,Hathi Trust,Harvard University,,
839,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89459 : Gercke, Alfred, 1860-1922; 89460 : Hermes, Emil, 1847-1911; 89461 : Haase, Friedrich, 1808-1867; 84092 : Hense, Otto, 1845-1931; 84097 : Hosius, Carl, 1866-1937",,Opera qvae svpersvnt ...,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/009775002,1898,,4 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Minnesota,,
841,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",,,Opera quae supersunt.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100244484,1898,,3 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California,,
845,44546 : Apuleius,"84183 : Thomas, Paul, 1852-1937; 89562 : Helm, Rudolf, 1874-1964",,Opera quae supersunt ...,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/011821399,1907,,3 v.,,,Hathi Trust,Indiana University,,
846,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89461 : Haase, Friedrich, 1808-1867",,Opera quae supersunt,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100390292,1898,,,,,Hathi Trust,Harvard University,,
848,45165 : Horace,"Jahn, Johann Christian",,Opera omnia.,Lipsiae,in aedibus B. G. Teubneri,1863,https://catalog.hathitrust.org/Record/100807252,1863,324 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa,,
850,45429 : Virgil,"Ribbeck, Otto, 1827-1898",,Opera,Lipsiae,in aedibus B. G. Teubneri,1859,https://catalog.hathitrust.org/Record/008620986,1859,,5 v.,,,Hathi Trust,Cornell University,,
852,"45094 : Odo, Saint, Abbot of Cluny","Swoboda, Antonius, 1865-1928",,Occupatio,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/008903430,1900,173 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University,,
853,,"Harster, Wilhelm, 1846-1901",,"Novem vitae sanctorum metricae: ex codicibus monacensibus, parisiensibus, bruxellensi, hagensi saec. IX-XII",Lipsiae,in aedibus B. G. Teubneri,1887,https://catalog.hathitrust.org/Record/006792378,1887,237 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Indiana University,Biography.; Christian saints,
854,,"Harster, Wilhelm, 1846-1901",,"Novem vitae sanctorum metricae. Ex codicibus monacensibus, parisiensibus, bruxellensi, hagensi, saec. IX-XII",Lipsiae,in aedibus B. G. Teubneri,1887,https://catalog.hathitrust.org/Record/008910608,1887,237 p.,,,,Hathi Trust,Princeton University,Saints.,
855,70848 : Nonius Marcellus,"Onions, John Henry, 1852-1889; 89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,"Nonii Marcelli De conpendiosa doctrina libros XX, Onionsianis copiis vsvs",Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/100739544,1903,,3 v.,,,Hathi Trust,University of Chicago,,
856,70848 : Nonius Marcellus,"Onions, John Henry, 1852-1889; 89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,Nonii Marcelli De compendiosa doctrina libros XX,Hildesheim,in aedibus B. G. Teubneri,1964,https://catalog.hathitrust.org/Record/001221143,1964,,3 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
857,"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914; 84101 : Jan, Ludwig von 1807-1869",,"Natvralis historiae libri xxxvii, post Lvdovici Iani obitvm, rocognovit et scriptvrae discrepantia adiecta",Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/010847125,1892,,5 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Chicago,,
862,"45338 : Pliny, the Elder","84121 : Mayhoff, Karl, 1841-1914",,Naturalis historiae libri XXXVII post Ludovici Iani obitum recognovit et scripturae discrepantia adiecta edidit Carolus Mayhoff.,Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/006792475,1870,,6 v.,,,Hathi Trust,Cornell University,,
863,"45338 : Pliny, the Elder","84101 : Jan, Ludwig von 1807-1869; 84121 : Mayhoff, Karl, 1841-1914",,Naturalis historiae libri XXXVI.,Lipsiae,in aedibus B. G. Teubneri,1875,https://catalog.hathitrust.org/Record/100340622,1875,,6 v.,,,Hathi Trust,Harvard University,Natural history; Pre-Linnean works.,
864,,"89602 : Hultsch, Fridericus (Friedrich Otto), 1833-1906",,Metrologicorum scriptorum reliquiae.,Lipsiae,in aedibus B. G. Teubneri,1864,https://catalog.hathitrust.org/Record/009797238,1864,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia,Rome.; Greece.; Weights and measures,
870,"45036 : Cicero, Marcus Tullius","Friedrich, Wilhelm; 89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",,Marci Tullii Ciceronis scripta quae manserunt omnia,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/008412332,1893,,10 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Columbia University,,
358,"44566 : Augustine, of Hippo, Saint, 354-430","89551 : Dombart, Bernhard, 1832-1907",,"Saneti Aurelii Augustini episcopi De civitate Dei, libri XXII: recensuit B. Dombart ...",Lipsiae,in aedibus B. G. Teubneri.,1863,https://catalog.hathitrust.org/Record/001932180,1863,,2 v.,S,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
306,"84034 : Aeneas, Tacticus, active 4th century B.C.","84177 : Schöne, Richard, 1840-1922",,Aeneae Tactici De obsidione toleranda commentarius,Lipsiae,in aedibus B. G. Teubueri,1911,https://catalog.hathitrust.org/Record/001812012,1911,205 p.,,,,HathiTrust,University of Michigan,,
227,"45399 : Suetonius, approximately 69-approximately 122",,,C. Suetoni Tranquilli quae supersunt omnia.,Lipsiae,in aedibus B. G. Tuebneri,1898,https://catalog.hathitrust.org/Record/009774583,1898,357 p.,,,,HathiTrust,Harvard University,"Rome; Rome.; History; Emperors; Empire, 30 B.C.-284 A.D.",
15,"45338 : Pliny, the Elder",,,C. Plini Secundi naturalis historiae libri XXXVII.,Lipsiae,in aedibus B. G.Teubneri,1892,https://catalog.hathitrust.org/Record/100639422,1892,,6 v.,,,HathiTrust,University of California,,
32,"45701 : Caesar, Julius; 45791 : Hirtius, Aulus","84190: Wölfflin, Eduard von, 1831-1908; Bernhard, Gustav Adolf",,C. Iulii Caesaris Commentarii; cum A. Hirtii aliquorumque supplementis,Lipsiae,in aedibus B.G. Teubneri,1897,https://catalog.hathitrust.org/Record/002721879,1897,,3 v.,,,HathiTrust,University of Michigan,,
43,45970: Apicius,"84186 : Vollmer, Friedrich, 1867-1923; 84088 : Giarratano, Caesar, 1880-",De Re Coquinaria (81881),Apicii librorum x qui dicuntur De re coquinaria quae extant,Lipsiae,in aedibus B.G. Teubneri,1922,https://catalog.hathitrust.org/Record/008913203,1922,95 p.,,,,HathiTrust,Princeton Univeristy,Early works to 1800; Cookery; Roman,
53,"45036 : Cicero, Marcus Tullius","89575 : Klotz, Reinhold, 1807-1870; 84053 : Dietsch, Heinrich Rudolf, 1814-1875",Epistulae ad Familiares (80943);Epistulae ad Atticum (80941),"M. Tullii Ciceronis Epistolae selectae: ex Reinholdi Klotzii recensione, scholarum in usum",Lipsiae,in aedibus B.G. Teubneri,1908,https://catalog.hathitrust.org/Record/100165974,1908,,,,,Hathi Trust,The Ohio State University,,
104,45788 : Lactantius Placidus,"Deuerling, Andreas, 1838-1906",Glossae (dub.) (84212,Luctatii Placidi grammatici Glossae,Lipsiae,in aedibus B.G. Teubneri,1875,https://catalog.hathitrust.org/Record/101792997,1875,94 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign,etc.; Glossaries; Latin language; vocabularies,
162,"49542 : Claudianus, Claudius","89531 : Koch, Julius, 1866-",,Claudii Claudiani Carmina,Lipsiae,in aedibus B.G. Teubneri,1893,https://catalog.hathitrust.org/Record/100334015,1893,346 p.,,,,HathiTrust,Harvard University,,
303,45254: Livy,,,Ab urbe condita libri,Lipsiae,in aedibus B.G. Teubneri,1877,https://catalog.hathitrust.org/Record/100491936,1877,,,,,HathiTrust,Harvard University,,
308,"44491: Donatus, Aelius","84189 : Wessner, Paul, 1870-1933",,Aeli Donati qvod fertvr Commentvm Terenti. Accedvnt Evgraphi commentvm et Scholia bembina,Lipsiae,in aedibus B.G. Teubneri,1902,https://catalog.hathitrust.org/Record/100227115,1902,,,,,HathiTrust,Cornell University,,
310,,,,Adnotationes super Lucanum,Lipsiae,in aedibus B.G. Teubneri,1909,https://catalog.hathitrust.org/Record/006792410,1909,445 p.,,,,HathiTrust,Indiana University,,
314,45254: Livy,"84128 : Müller, Moritz, 1854-; 84187 : Weissenborn, Wilhelm, 1803-1878",,Ab urbe condita libri.,Lipsiae,in aedibus B.G. Teubneri,1887,https://catalog.hathitrust.org/Record/006794017,1887,,,,,HathiTrust,Indiana University,,
442,44692 : Juvenal; 45401 : Sulpicia,"84094 : Hermann, Karl Friedrich, 1804-1855",,D. Iunii Iuvenalis Satirarum libri quinque.,Lipsiae,in aedibus B.G. Teubneri,1883,https://catalog.hathitrust.org/Record/100330087,1883,118 p.,,,,Hathi Trust,Harvard University,,
474,"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,Corneli Taciti libri qui supersunt; quartum recognovit Carolus Halm.,Lipsiae,in aedibus B.G. Teubneri,1911,https://catalog.hathitrust.org/Record/007969054,1911,,2 v.,,,Hathi Trust,University of Wisconsin - Madison,,
495,45367 : Sallust,"84059 : Eussner, Adam, 1844-",,"C. Sallusti Crispi Catilina, Iugurtha, ex Historiis orationes et epistulae.",Lipsiae,in aedibus B.G. Teubneri,1893,https://catalog.hathitrust.org/Record/100739830,1893,146 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S.r.],HathiTrust,University of Chicago,,
500,45367 : Sallust,"84059 : Eussner, Adam, 1844-",,"C. Sallusti Crispi Catilina, Iugurtha, ex Historiis orationes et epistulae",Lipsiae,in aedibus B.G. Teubneri,1897,https://catalog.hathitrust.org/Record/011665752,1897,146 p.,,,,HathiTrust,Cornell University,,
514,"45337 : Pliny, the Younger",,,C. Plini Caecili Epistularum libri novem. Epistularum ad Traianum liber. Panegyricus,Lipsiae,in aedibus B.G. Teubneri,1908,https://catalog.hathitrust.org/Record/007026143,1908,415 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Pennsylvania State University,,
560,,"84117 : Lommatzsch, Ernst, 1871-1949; 84049 : Buecheler, Franz, 1837-1908; 84137 : Riese, Alexander, 1840-1922",,Anthologia latina: sive poesis latinae supplementum,Lipsiae,in aedibus B.G. Teubneri,1894,https://catalog.hathitrust.org/Record/100227123,1894,,2,,,HathiTrust,Harvard University,"Latin poetry.; Epigrams, Latin.",
562,,"84049 : Buecheler, Franz, 1837-1908; 84137 : Riese, Alexander, 1840-1922",,"Anthologia latina, sive poesis latinae supplementum",Lipsiae,in aedibus B.G. Teubneri,1894,https://catalog.hathitrust.org/Record/008559503,1894,,,,,HathiTrust,University of Minnesota,"Latin poetry.; Epigrams, Latin.",
570,44536 : Boethius,"84123 : Meiser, Karl, 1843-1912",,Anicii Manlii Severini Boetii Commentarii in librum Aristotelis [Peri hermēneias],Lipsiae,in aedibus B.G. Teubneri,1877,https://catalog.hathitrust.org/Record/100245318,1877,,2,,,HathiTrust,University of California,,
579,45417 : Tibullus,"84127 : Müller, Lucian, 1836-1898",,Albii Tibulli libri quattuor edidit Lucianus Mueller.,Lipsiae,in aedibus B.G. Teubneri,1919,https://catalog.hathitrust.org/Record/006792461,1919,64 p.,,,,HathiTrust,Indiana University,,
169,"89555 : Stangl, Thomas, 1854-1921",,,Ciceronis orationvm scholiastae. Asconivs. Scholia Bobiensia. Scholia psevdasconii Sangallensia. Scholia Clvniacensia et recentiora Ambrosiana ac Vaticana. Scholia Lvgdvnensia sive Gronoviana et eorvm excerpta Lvgdvnensia.,"Vindobonae, Lipsiae",in aedibus F. Tempsky; in aedibvs G. Freytag,1912,https://catalog.hathitrust.org/Record/008900049,1912,351 p.,,,,HathiTrust,Princeton University,Roman law.,
214,45932 : Velleius Paterculus,"89560 : Halm, Karl, 1809-1882",,C. Vellei Paterculi ex Historiae Romanae libris duobus quae supersunt. Apparatu critico adiecto edidit Carolus Halm.,Lipsiae,in aedibus Teubnerianis,1876,https://catalog.hathitrust.org/Record/001810351,1876,170 p.,,,,HathiTrust,University of Illinois at Urbana-Champaign,Rome; History.,
638,45927 : Valerius Maximus,"89560 : Halm, Karl, 1809-1882",,Factorvm et dictorvm memorabilivm libri novem,Lipsiae,in aedibus Teubnerianis,1865,https://catalog.hathitrust.org/Record/100668892,1865,554 p.,,,,HathiTrust,University of Minnesota,,
737,45927 : Valerius Maximus,"89560 : Halm, Karl, 1809-1882",,Valeri Maximi Factorum et dictorum memorabilium libri novem: Iulii Paridis et Ianuarii Nepotiani epitomis adiectis,Lipsiae,in aedibus Teubnerianis,1865,https://catalog.hathitrust.org/Record/009274468,1865,544 p.,,,,Hathi Trust,Universidad Complutense de Madrid,,
307,"84034 : Aeneas, Tacticus, active 4th century B.C.","84098 : Hug, Arnold, 1832-1895",,Aeneae Commentarius poliorceticus recensuit Arnoldus Hug.,Lipsiae,in aedubus B.G. Teubneri,1874,https://catalog.hathitrust.org/Record/002422904,1874,88 p.,,,,HathiTrust,University of California,Early works to 1800; Military art and science; Defensive (Military science); Offensive (Military science); Sieges.,
832,,"Schömann, Georg Friedrich, 1793-1879",,Opuscula academica.,Berolini,in Libraria Weidmanniana,1856,https://catalog.hathitrust.org/Record/008235636,1856,,4 v.,,,Hathi Trust,Harvard University,COPIED TO NOT TEUBNER; Classical philology.,
