,Index,DLL Author,DLL Editors,Same or Different?,DLL Works Rachel,DLL Works SJH,Title,Place,Publisher,Date,Archive,Library Catalog,,,,,,
467,https://catalog.hathitrust.org/Record/100322222,"44885 : Hildegard, Saint","91833 : Kaiser, Paul, 1852-1917",Same,Causae et curae (82920),Causae et curae (82920),Hildegardis Causae et curae,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/100322222,1903,254 p.,,,,Hathi Trust,Harvard University
271,https://catalog.hathitrust.org/Record/100894725,"44566 : Augustine, of Hippo, Saint, 354-430","89605 : Knöll, Pius",Same,Confessionum libri tredecim (80101),Confessionum libri tredecim (80101),S. Aureli Augustini Confessionum libri tredecim,Lipsiae,in aedibus B. G. Teubneri,1909,https://catalog.hathitrust.org/Record/100894725,1909,348 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California
277,https://catalog.hathitrust.org/Record/100432900,"44566 : Augustine, of Hippo, Saint, 354-430","89605 : Knöll, Pius",Same,Confessionum libri tredecim (80101),Confessionum libri tredecim (80101),S. Aureli Augustini Confessionum libri tredecim.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100432900,1898,348 p.,,,,Hathi Trust,Harvard University
383,https://catalog.hathitrust.org/Record/100639243,"44566 : Augustine, of Hippo, Saint, 354-430","89605 : Knöll, Pius",Same,Confessionum libri tredecim (80101),Confessionum libri tredecim (80101),Confessionvm libri tredecim,Lipsiae,B.G. Teubner,1909,https://catalog.hathitrust.org/Record/100639243,1909,348 p.,,,,Hathi Trust,University of California
34,https://catalog.hathitrust.org/Record/006503936,"45709 : Cato, Marcus Porcius","84108 : Keil, Heinrich, 1822-1894",Same,De Agri Cultura (81637),De Agri Cultura (81637),M. Porci Catonis De agri cvltura liber,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/006503936,1895,88 p.,,,,Hathi Trust,University of California
81,https://catalog.hathitrust.org/Record/100179845,"45709 : Cato, Marcus Porcius","84108 : Keil, Heinrich, 1822-1894",Same,De Agri Cultura (81637),De Agri Cultura (81637),M. Porci Catonis De agri cultura liber,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/100179845,1895,88 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign
79,https://catalog.hathitrust.org/Record/009021003,"45709 : Cato, Marcus Porcius;45930 : Varro, Marcus Terentius","84108 : Keil, Heinrich, 1822-1894",Same,De Agri Cultura (81637);Res Rusticae (81867),De Agri Cultura (81637);Res Rusticae (81867),M. Porci Catonis De agri cvltvra liber. M. Terenti Varronis Rervm rvsticarvm libri tres.,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/009021003,1884,,3 v.,,,Hathi Trust,Northwestern University
80,https://catalog.hathitrust.org/Record/011682555,"45709 : Cato, Marcus Porcius;45930 : Varro, Marcus Terentius","91841 : Krumbiegel, Richard, 1867-;84108 : Keil, Heinrich, 1822-1894",Same,De Agri Cultura (81637);Res Rusticae (81867),De Agri Cultura (81637);Res Rusticae (81867),M. Porci Catonis De agri cultura liber. M. Terenti Varronis Rerum rusticarum libri tres.,Lipsiae,in aedibus B. G. Teubneri,1882,https://catalog.hathitrust.org/Record/011682555,1882,,3 v.,,,Hathi Trust,Harvard University
275,https://catalog.hathitrust.org/Record/001932186,"44566 : Augustine, of Hippo, Saint, 354-430","89551 : Dombart, Bernhard, 1832-1907",Same,De Civitate Dei (80129),De Civitate Dei (80129),Sancti Aurelii Augustini episcopi De civitate Dei libri XXII. Iterum recognovit B. Dombart ...,Lipsiae,in aedibus B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/001932186,1877,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
278,https://catalog.hathitrust.org/Record/100349877,"44566 : Augustine, of Hippo, Saint, 354-430","89551 : Dombart, Bernhard, 1832-1907",Same,De Civitate Dei (80129),De Civitate Dei (80129),"Sancti Aurelii Augustini episcopi De civitate Dei, libri XXII",Lipsiae,in aedibus B. G. Teubneri,1909,https://catalog.hathitrust.org/Record/100349877,1909,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
289,https://catalog.hathitrust.org/Record/001932192,"44566 : Augustine, of Hippo, Saint, 354-430","89551 : Dombart, Bernhard, 1832-1907",Same,De Civitate Dei (80129),De Civitate Dei (80129),Sancti Aurelii Augustini episcopi De civitate Dei. libri XXII: tertium recognovit B. Dombart ...,Lipsiae,in aedibus B. G. Teubneri,1909,https://catalog.hathitrust.org/Record/001932192,1909,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
290,https://catalog.hathitrust.org/Record/001932180,"44566 : Augustine, of Hippo, Saint, 354-430","89551 : Dombart, Bernhard, 1832-1907",Same,De Civitate Dei (80129),De Civitate Dei (80129),"Saneti Aurelii Augustini episcopi De civitate Dei, libri XXII: recensuit B. Dombart ...",Lipsiae,in aedibus B. G. Teubneri.,1863,https://catalog.hathitrust.org/Record/001932180,1863,,2 v.,S,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
345,https://catalog.hathitrust.org/Record/100349878,"44566 : Augustine, of Hippo, Saint, 354-430","89551: Dombart, Bernhard, 1832-1907",Same,De Civitate Dei (80129),De Civitate Dei (80129),De civitati Dei libri XXII,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100349878,1908,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
346,https://catalog.hathitrust.org/Record/101708435,"44566 : Augustine, of Hippo, Saint, 354-430","89551: Dombart, Bernhard, 1832-1907",Same,De Civitate Dei (80129),De Civitate Dei (80129),De civitate Dei libri XXII ...,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/101708435,1905,,2 v.,,,HathiTrust,University of Illinois at Urbana-Champaign
6,https://catalog.hathitrust.org/Record/010551078,44653 : Censorinus,"89602 : Hultsch, Fridericus (Friedrich Otto), 1833-1906",Same,De die natali liber (80339),De die natali liber (80339),De die natali liber,Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/010551078,1867,98 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,New York Public Library
155,https://catalog.hathitrust.org/Record/011529958,44653 : Censorinus,"89602 : Hultsch, Fridericus (Friedrich Otto), 1833-1906",Same,De die natali liber (80339),De die natali liber (80339),Censorini De die natali liber,Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/011529958,1867,98 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S.r.],HathiTrust,Harvard University
352,https://catalog.hathitrust.org/Record/001181964,"44691 : Dares, Phrygius","89578 : Meister, Ferdinand Otto, 1828-1915",Same,De excidio Troiae historia (82658),De excidio Troiae historia (82658),Daretis Phrygii De excidio Troiae historia,Lipsiae,B. G. Teubner,1873,https://catalog.hathitrust.org/Record/001181964,1873,67 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,Hathi Trust,Harvard University
55,https://catalog.hathitrust.org/Record/100851429,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Same,De Finibus (80927),De Finibus (80927),M. Tullii Ciceronis De finibus bonorum et malorum libri quinque,Lipsiae,In aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100851429,1908,,,,,Hathi Trust,University of California
59,https://catalog.hathitrust.org/Record/011225394,"45036 : Cicero, Marcus Tullius","91876 : Schiche, Theodor",Same,De Finibus (80927),De Finibus (80927),"M. Tulli Ciceronis scripta quae manserunt omnia, Fasc. 43: De finibus bonorum et malorum libri quinque",Lipsiae,in aedibus B. G. Teubneri,1915,https://catalog.hathitrust.org/Record/011225394,1915,215 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Minnesota
439,https://catalog.hathitrust.org/Record/000166661,44536 : Boethius,"84086 : Friedlein, Gottfried, 1828-1875",Same,De institutione arithmetica (82528);De institutione musica (82541);De geometria (dub.) (82526),De institutione arithmetica (82528);De institutione musica (82541);De geometria (dub.) (82526),"Anicii Manlii Torquati Severini Boetii De institutione arithmetica libri duo, De institutione musica libri quinque.",Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/000166661,1867,492 p.,,,,HathiTrust,Cornell University
335,https://catalog.hathitrust.org/Record/007481206,"44536 : Boethius, -524","84086 : Friedlein, Gottfried, 1828-1875",Same,De institutione arithmetica (82528);De institutione musica (82541);De geometria (dub.) (82526),De institutione arithmetica (82528);De institutione musica (82541);De geometria (dub.) (82526),De institutione arithmetica libri duo; De institutione musica libri quinque; accedit Geometria,Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/007481206,1867,492 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Minnesota
54,https://catalog.hathitrust.org/Record/001808253,"45036 : Cicero, Marcus Tullius","89575 : Klotz, Reinhold, 1807-1870",Same,De Legibus (80932),De Legibus (80932),M. Tullii Ciceronis De legibus libri tres.,Lipsiae,sumptibus et typis B. G. Teubneri,1855,https://catalog.hathitrust.org/Record/001808253,1855,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
339,https://catalog.hathitrust.org/Record/008913238,"44568 : Celsus, Aulus Cornelius","89592 : Daremberg, Charles, 1817-1872",Same,De Medicina (80218),De Medicina (80218),De medicina ; libri octo,Lipsiae,in aedibus B. G. Teubneri,1891,https://catalog.hathitrust.org/Record/008913238,1891,405 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University
340,https://catalog.hathitrust.org/Record/011604363,"44568 : Celsus, Aulus Cornelius","89592 : Daremberg, Charles, 1817-1872",Same,De Medicina (80218),De Medicina (80218),De medicina libri octo.,Lipsiae,in aedibus B. G. Teubneri,1859,https://catalog.hathitrust.org/Record/011604363,1859,405 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
159,https://catalog.hathitrust.org/Record/100321625,44649 : Cassius Felix,"84140 : Rose, Valentin, 1829-1916",Same,De medicina (80338),De medicina (80338),"Cassii Felicis De medicina: ex graecis logicae sectae auctoribus liber translatus, sub Artabure et Calepio consulibus (anno 447)",Lipsiae,in aedibus B. G. Teubneri,1879,https://catalog.hathitrust.org/Record/100321625,1879,260 p.,,Cassii Felicis De medicina,,HathiTrust,Harvard University
108,https://catalog.hathitrust.org/Record/012445103,70739 : Pseudo-Hyginus,"89690 : Gemoll, Wilhelm, 1850-1934",Same,De metatione (uel munitionibus) castrorum (dub.) (81745),De metatione (uel munitionibus) castrorum (dub.) (81745),Liber de munitionibus castrorum,Lipsiae,B. G. Teubner,1879,https://catalog.hathitrust.org/Record/012445103,1879,50 p.,,,,Hathi Trust,Cornell University
58,https://catalog.hathitrust.org/Record/011589464,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Same,De Natura Deorum (80933);De Divinatione (80924);De Fato (80926);De Republica (80939);De Legibus (80932);,De Natura Deorum (80933);De Divinatione (80924);De Fato (80926);De Republica (80939);De Legibus (80932);,M. Tulli Ciceronis Scripta quae manserunt omnia.,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/011589464,1910,10 v.,10 v.,,,Hathi Trust,University of California
52,https://catalog.hathitrust.org/Record/100897116,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Same,De Officiis (80934),De Officiis (80934),M. Tullii Ciceronis De officiis libri tres,Lipsiae,in aedibus B. G. Teubneri,1909,https://catalog.hathitrust.org/Record/100897116,1909,130 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Iowa
53,https://catalog.hathitrust.org/Record/012508642,"45036 : Cicero, Marcus Tullius","89608 : Müller, C. F. W. (Carl Friedrich Wilhelm), 1830-1903",Same,De Officiis (80934),De Officiis (80934),M. Tullii Ciceronis De officiis libri tres,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/012508642,1884,130 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University
70,https://catalog.hathitrust.org/Record/101696787,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89460 : Hermes, Emil, 1847-1911",Different,De Providentia (89624);De Constantia (89628);De Ira (89619);De Consolatione ad Marciam (89627);De Vita Beata (89622);De Otio (89620);De Tranquillitate Animi (89623);De Brevitate Vitae (89621);De Consolatione ad Polybium (89625);De Consolatione ad Helviam (89626),Dialogi (81577);De Ira (89619);De Otio (89620);De Brevitate Vitae (89621);De Vita Beata (89622);De Tranquillitate Animi (89623);De Providentia (89624);De Consolatione ad Polybium (89625);De Consolatione ad Helviam (89626);De Consolatione ad Marciam (89627);De Constantia (89628),L. Annaei Senecae Dialogorum libros XII,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/101696787,1905,,,,,Hathi Trust,University of Illinois at Urbana-Champaign
110,https://catalog.hathitrust.org/Record/100192556,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89460 : Hermes, Emil, 1847-1911",Different,De Providentia (89624);De Constantia (89628);De Ira (89619);De Consolatione ad Marciam (89627);De Vita Beata (89622);De Otio (89620);De Tranquillitate Animi (89623);De Brevitate Vitae (89621);De Consolatione ad Polybium (89625);De Consolatione ad Helviam (89626),Dialogi (81577);De Ira (89619);De Otio (89620);De Brevitate Vitae (89621);De Vita Beata (89622);De Tranquillitate Animi (89623);De Providentia (89624);De Consolatione ad Polybium (89625);De Consolatione ad Helviam (89626);De Consolatione ad Marciam (89627);De Constantia (89628),L. Annaeus Senecae Dialogorum libros XII,Lipsiae,B.G. Teubner,1917,https://catalog.hathitrust.org/Record/100192556,1917,,3 v.,,,Hathi Trust,University of Illinois at Urbana-Champaign
116,https://catalog.hathitrust.org/Record/100639426,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89461 : Haase, Friedrich, 1808-1867",Same,De Providentia (89624);De Constantia (89628);De Ira (89619);De Consolatione ad Marciam (89627);De Vita Beata (89622);De Otio (89620);De Tranquillitate Animi (89623);De Brevitate Vitae (89621);De Consolatione ad Polybium (89625);De Consolatione ad Helviam (89626);De Morte Claudii Caesariis / De Moribus? (90870);De Clementia (81575);De Beneficiis (81574);Naturales Quaestiones (81583);Epistulae Morales ad Lucilium (81578);Fragmenta (90871);Apocolocyntosis (81573),De Providentia (89624);De Constantia (89628);De Ira (89619);De Consolatione ad Marciam (89627);De Vita Beata (89622);De Otio (89620);De Tranquillitate Animi (89623);De Brevitate Vitae (89621);De Consolatione ad Polybium (89625);De Consolatione ad Helviam (89626);De Morte Claudii Caesariis / De Moribus? (90870);De Clementia (81575);De Beneficiis (81574);Naturales Quaestiones (81583);Epistulae Morales ad Lucilium (81578);Fragmenta (90871);Apocolocyntosis (81573),L. Annaei Senecae opera quae supersunt,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100639426,1893,,3 v.,,,Hathi Trust,University of California
41,https://catalog.hathitrust.org/Record/008913203,45970 : Apicius,"84186 : Vollmer, Friedrich, 1867-1923;84088 : Giarratano, Caesar, 1880-",Same,De Re Coquinaria (81881),De Re Coquinaria (81881),Apicii librorum x qui dicuntur De re coquinaria quae extant,Lipsiae,in aedibus B.G. Teubneri,1922,https://catalog.hathitrust.org/Record/008913203,1922,95 p.,,,,HathiTrust,Princeton Univeristy
76,https://catalog.hathitrust.org/Record/006540418,"45036 : Cicero, Marcus Tullius","89685 : Nauck, C. W. (Carl Wilhelm), 1813-",Same,De Republica (80939),De Republica (80939),M. Tuli Ciceronis librorum de re publica sex quae supersunt,Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/006540418,1889,379 p.,,,,Hathi Trust,University of California
468,https://catalog.hathitrust.org/Record/007480136,"44880 : Jerome, Saint, -419 or 420","91821 : Herding, Wilhelm",Different,De uiris illustribus (80653),De uiris illustribus (80653);De uiris illustribus (80581),Hieronymi de viris inlustribus liber. Accedit Gennadii catalogus virorum inlustrium,Lipsiae,in aedibus B. G. Teubneri,1879,https://catalog.hathitrust.org/Record/007480136,1879,112 p.,,Hieronymi de viris inlustribus liber,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Minnesota
469,https://catalog.hathitrust.org/Record/011681591,"44880 : Jerome, Saint, -419 or 420;44803 : Gennadius, of Marseilles","91821 : Herding, Wilhelm",Different,De uiris illustribus (80653),De uiris illustribus (80653);De uiris illustribus (80581),Hieronymi De viris inlustribus liber,Lipsiae,in aedibus B. G. Teubneri,1879,https://catalog.hathitrust.org/Record/011681591,1879,112 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of California
51,https://catalog.hathitrust.org/Record/006792424,"45036 : Cicero, Marcus Tullius","91836 : Knoellinger, Hermann, 1883-1914",Same,De virtutibus (91232),De virtutibus (91232),M. Tullii Ciceronis De virtutibus libri fragmenta,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/006792424,1908,96 p.,,,,Hathi Trust,Indiana University
19,https://catalog.hathitrust.org/Record/011665036,"45399 : Suetonius, approximately 69-approximately 122","84099 : Ihm, Max, 1863-1909",Different,De Vita Caesarum (81438),De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640),C. Suetoni Tranquilli opera,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/011665036,1908,359 p.,,,,HathiTrust,Cornell University
20,https://catalog.hathitrust.org/Record/001809998,"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868 ",Different,De Vita Caesarum (81438);De Grammaticis et Rhetoribus (81433);De Poetis (81437);De Historicis (81435);de Oratoribus (81436);Fragmenta (81440),De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640);De Grammaticis et Rhetoribus (81433);De Poetis (81437);De Historicis (81435);de Oratoribus (81436);Fragmenta (81440),"C. Suetoni Tranquilli, quae supersunt omnia",Lipsiae,in aedibus B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/001809998,1877,357 p.,,,,HathiTrust,University of Michigan
91,https://catalog.hathitrust.org/Record/100370400,45357 : Quintilian,"91871 : Ritter, Constantin, 1859-1936",Different,Declamationes Minores (81327),Declamationes Minores (81327);Declamationes maiores (dub.) (81326),M. Fabii Quintiliani declamationes quae supersunt CXLV,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/100370400,1884,524 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
25,https://catalog.hathitrust.org/Record/009775006,45429 : Virgil,"91713 : Ribbeck, Otto, 1827-1898",Different,Eclogae (81530);Georgica (81531);Aeneis (81529);Culex (Appendix Vergiliana) (87463);Ciris (Appendix Vergiliana) (87461);Copa (Appendix Vergiliana) (87462);Moretum (Appendix Vergiliana) (87470);Catalepton (Appendix Vergiliana) (87460),Aeneis (81529);Eclogae (81530);Georgica (81531);Appendix Vergiliana (87407),"Opera, cum appendice in usum scholarum interum recognovit Otto Ribbeck",Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/009775006,1898,493 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Virginia
105,https://catalog.hathitrust.org/Record/100151355,45417 : Tibullus,"84127 : Müller, Lucian, 1836-1898",Same,Elegiae (81517),Elegiae (81517),Libri quattuor,Lipsiae,B. G. Teubner,1895,https://catalog.hathitrust.org/Record/100151355,1895,64 p.,,,,Hathi Trust,Cornell University
106,https://catalog.hathitrust.org/Record/012323959,45417 : Tibullus,"84127 : Müller, Lucian, 1836-1898",Same,Elegiae (81517),Elegiae (81517),Libri quattuor,Lipsiae,B. G. Teubner,1904,https://catalog.hathitrust.org/Record/012323959,1904,64 p.,,,,Hathi Trust,Cornell University
501,https://catalog.hathitrust.org/Record/001808467,"44699 : Dictys, Cretensis","89578 : Meister, Ferdinand Otto, 1828-1915",Different,Ephemeris belli Troiani ex graeco in latinum sermonem uersa atque retractata (80437); Dares Phrygius - De excidio Troiae historia (82658); Censorinus - De die natali liber (80339);fragmenta omnia,Ephemeris belli Troiani ex graeco in latinum sermonem uersa atque retractata (80437),Ephemeridos belli Troiani libri sex,Lipsiae,in aedibus B. G. Teubneri,1872,https://catalog.hathitrust.org/Record/001808467,1872,154 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
