,Index,DLL Author,DLL Editors,Same or Different?,DLL Works Rachel,DLL Works SJH,Title,Place,Publisher,Date,Archive,Library Catalog,,,,,,
575,https://catalog.hathitrust.org/Record/001810783,45443 : Vitruvius Pollio,"84140 : Rose, Valentin, 1829-1916",,,De Architectura (81562),Vitruvii De architectura libri decem. Iterum edidit Valentinus Rose,Lipsiae,B. G. Teubner,1899,https://catalog.hathitrust.org/Record/001810783,1899,317 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
574,https://catalog.hathitrust.org/Record/100841634,45443 : Vitruvius Pollio,"84140 : Rose, Valentin, 1829-1916",,,De Architectura (81562),Vitruvii De architectura libri decem.,Lipsiae,in aedibus B. G. Teubneri,1899,https://catalog.hathitrust.org/Record/100841634,1899,317 p.,,,,Hathi Trust,The Getty Research Institute
27,https://catalog.hathitrust.org/Record/100480897,"45701 : Caesar, Julius","84054 : Dinter, Bernard",,,De Bello Gallico (81618),"C. Iuli Caesaris Belli gallici libri VII, cum A. Hirti libro octavo",Lipsiae,in aedibus B. G. Teubneri,1899,https://catalog.hathitrust.org/Record/100480897,1899,253 p.,,,,HathiTrust,Harvard University
28,https://catalog.hathitrust.org/Record/012289477,"45701 : Caesar, Julius","84104 : Kübler, Bernhard, 1859-1940;84190 : Wölfflin, Eduard von, 1831-1908",,,De Bello Gallico (81618);Bellum Civile (81615);Bellum Africum (dub.) (87477);Bellum Alexandrinum (dub.) (87478);Bellum Hispaniense (dub.) (87479),C. Iulii Caesaris Commentarii,Lipsiae,in aedibus B. G. Teubneri,1896,https://catalog.hathitrust.org/Record/012289477,1896,,3 v.,,,HathiTrust,Pennsylvania State University
137,https://catalog.hathitrust.org/Record/100323513,"45701 : Caesar, Julius","84054 : Dinter, Bernard",,,De Bello Gallico (81618);Bellum Civile (81615);Bellum Alexandrinum (dub.) (87478);Bellum Africum (dub.) (87477);Bellum Hispaniense (dub.) (87479);Anticato (81614);Epistulae ad familiares (81620);De Analogia (81617);Orationes (81621);epistulae ad Ciceronem (81619),Commentarii cum A. Hirti aliorumque supplementis,Lipsiae,in aedibus B. G. Teubneri,1887,https://catalog.hathitrust.org/Record/100323513,1887,123 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Harvard University
31,https://catalog.hathitrust.org/Record/006241463,"45701 : Caesar, Julius;45791 : Hirtius, Aulus","84190 : Wölfflin, Eduard von, 1831-1908;84104 : Kübler, Bernhard, 1859-1940",,,De Bello Gallico (81618);Bellum Civile (81615);Bellum Alexandrinum (dub.) (87478);Bellum Africum (dub.) (87477);Bellum Hispaniense (dub.) (87479);Anticato (81614);Epistulae ad familiares (81620);De Analogia (81617);Orationes (81621);epistulae ad Ciceronem (81619),C. Iulii Caesaris commentarii,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/006241463,1893,,3 v.,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S. r.],HathiTrust,Cornell University
136,https://catalog.hathitrust.org/Record/011255595,"45701 : Caesar, Julius;45791 : Hirtius, Aulus","84054 : Dinter, Bernard",,,De Bello Gallico (81618);Bellum Civile (81615);Bellum Alexandrinum (dub.) (87478);Bellum Africum (dub.) (87477);Bellum Hispaniense (dub.) (87479);Anticato (81614);Epistulae ad familiares (81620);De Analogia (81617);Orationes (81621);epistulae ad Ciceronem (81619),Commentarii cum A. Hirti aliorumque supplementis,Lipsiae,in aedibus B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/011255595,1890,,,,Bibliotheca scriptorum graecorum et romanorum teubneriana,HathiTrust,University of Minnesota
141,https://catalog.hathitrust.org/Record/101826467,"45701 : Caesar, Julius;45791 : Hirtius, Aulus","84104 : Kübler, Bernhard, 1859-1940",,,De Bello Gallico (81618);Bellum Civile (81615);Bellum Alexandrinum (dub.) (87478);Bellum Africum (dub.) (87477);Bellum Hispaniense (dub.) (87479);Anticato (81614);Epistulae ad familiares (81620);De Analogia (81617);Orationes (81621);epistulae ad Ciceronem (81619),Commentarii: cum a. Hirtii aliorumque supplementis ex recensione Bernardi Kübleri.,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/101826467,1893,,3 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Illinois at Urbana-Champaign
39,https://catalog.hathitrust.org/Record/006624832,"45835 : Mela, Pomponius","91731 : Frick, Karl, 1848-",,,De Chorographia (81770),Pomponii Melae De chorographia libri tres,Lipsiae,in aedibus B. G. Teubneri,1880,https://catalog.hathitrust.org/Record/006624832,1880,108 p.,,,,Hathi Trust,Harvard University
347,https://catalog.hathitrust.org/Record/001809190,"45835 : Mela, Pomponius","91731 : Frick, Karl, 1848-",,,De Chorographia (81770),Pomponii Melae De chorographia libri tres,Lipsiae,in aedibus B. G. Teubneri,1880,https://catalog.hathitrust.org/Record/001809190,1880,108 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S.r.],Hathi Trust,University of Michigan
641,https://catalog.hathitrust.org/Record/100739544,70848 : Nonius Marcellus,"91860 : Onions, John Henry, 1852-1889;89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,,De compendiosa doctrina (82026),"Nonii Marcelli De conpendiosa doctrina libros XX, Onionsianis copiis vsvs",Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/100739544,1903,,3 v.,,,Hathi Trust,University of Chicago
642,https://catalog.hathitrust.org/Record/001221143,70848 : Nonius Marcellus,"91860 : Onions, John Henry, 1852-1889;89467 : Lindsay, W. M. (Wallace Martin), 1858-1937",,,De compendiosa doctrina (82026),Nonii Marcelli De compendiosa doctrina libros XX,Hildesheim,in aedibus B. G. Teubneri,1964,https://catalog.hathitrust.org/Record/001221143,1964,,3 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
461,https://catalog.hathitrust.org/Record/001221008,"45794 : Hyginus, Gromaticus","89690 : Gemoll, Wilhelm, 1850-1934",,,De metatione (uel munitionibus) castrorum (dub.) (81745),Hygini Gromatici Liber de munitionibus castrorum,Lipsiae,in aedibus B. G. Teubneri,1879,https://catalog.hathitrust.org/Record/001221008,1879,50 p.,,,,Hathi Trust,Harvard University
648,https://catalog.hathitrust.org/Record/008910834,52595 : Martianus Capella,"91803 : Eyssenhardt, Franz, 1838-1901",,,De Nuptiis Philologiae Et Mercurii (81931);Scholia in Germanici Aratea Basileensia (84360),Martianus Capella; Accedunt scholia in Caesaris Germanici Aratea,Lipsiae,B. G. Teubner,1866,https://catalog.hathitrust.org/Record/008910834,1866,490 p.,,,,Hathi Trust,University of California
649,https://catalog.hathitrust.org/Record/100740227,52595 : Martianus Capella,"91803 : Eyssenhardt, Franz, 1838-1901",,,De Nuptiis Philologiae Et Mercurii (81931);Scholia in Germanici Aratea Basileensia (84360),Martianus Capella; Accedunt scholia in Caesaris Germanici Aratea,Lipsiae,B. G. Teubner,1866,https://catalog.hathitrust.org/Record/100740227,1866,490 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Chicago
374,https://catalog.hathitrust.org/Record/100909691,"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,,De Origine et Situ Germanorum (81460);De Vita Iulii Agricolae (81461);Dialogus de Oratoribus (81462),Cornelii Taciti Germania. Agricola. Dialogus de oratoribus.,Lipsiae,in aedibus B. G. Teubneri,1888,https://catalog.hathitrust.org/Record/100909691,1888,316 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Chicago
482,https://catalog.hathitrust.org/Record/001810133,"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,,De Origine et Situ Germanorum (81460);De Vita Iulii Agricolae (81461);Dialogus de Oratoribus (81462),Germania. Agricola. Dialogus de oratoribus.,Lipsiae,B. G. Teubner,1888,https://catalog.hathitrust.org/Record/001810133,1888,316 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
483,https://catalog.hathitrust.org/Record/100151347,"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882;Andresen, Georg, 1845-",,,De Origine et Situ Germanorum (81460);De Vita Iulii Agricolae (81461);Dialogus de Oratoribus (81462),"Germania, Agricola, Dialogus de oratoribus",Lipsiae,B. G. Teubner,1920,https://catalog.hathitrust.org/Record/100151347,1920,324 p.,,,,Hathi Trust,Cornell University
369,https://catalog.hathitrust.org/Record/008521363,"45406 : Tacitus, Cornelius","89560 : Halm, Karl, 1809-1882",,,De Origine et Situ Germanorum (81460);De Vita Iulii Agricolae (81461);Dialogus de Oratoribus (81462);Historiae (81463),Cornelii Taciti libri qui supersunt,Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/008521363,1901,,,,,Hathi Trust,Cornell University
142,https://catalog.hathitrust.org/Record/100026628,"52594 : Namatianus, Claudius Rutilius, active 5th century","84127 : Müller, Lucian, 1836-1898",,,De reditu suo (81929);Carmina (81722);Carmina (80834);Carmina (80072);Carmen (82150);Carmina (82117),"Claudii Rutilii Namatiani De reditu suo libri II. Accedunt Hadriani, Flori, Apuleii, Anniani, Sereni, Aliorumque saec. A. U. C. X poetarum reliquae",Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/100026628,1870,61 p.,,"Claudii Rutilii Namatiani De reditu suo, libri ii",,HathiTrust,University of Minnesota
514,https://catalog.hathitrust.org/Record/011533518,"52594 : Namatianus, Claudius Rutilius, active 5th century","84127 : Müller, Lucian, 1836-1898",,,De reditu suo (81929);Carmina (81722);Carmina (80834);Carmina (80072);Carmen (82150);Carmina (82117),"Claudii Rutilii Namatiani De reditu suo libri II. Accedunt Hadriani, Flori, Apuleii, Anniani, Sereni, Aliorumque saec. A. U. C. X poetarum reliquae",Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/011533518,1870,61 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
143,https://catalog.hathitrust.org/Record/008618875,"52594 : Namatianus, Claudius Rutilius, active 5th century;71917 : Annianus;44971 : Florus, Lucius Annaeus;45787 : Hadrian, Emperor of Rome;44546 : Apuleius;71947 : Septimius Serenus;71916 : Alfius Avitus","84127 : Müller, Lucian, 1836-1898",,,De reditu suo (81929);Carmina (81722);Carmina (80834);Carmina (80072);Carmen (82150);Carmina (82117),"Claudii Rutilii Namatiani De reditu suo libri II. Accedunt Hadriani, Flori, Apuleii, Anniani, Sereni, Aliorumque saec. A. U. C. X poetarum reliquae",Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/008618875,1870,61 p.,,,,HathiTrust,Harvard University
592,https://catalog.hathitrust.org/Record/100386367,"45255 : Lucretius Carus, Titus","91790 : Brieger, Adolf, 1832-1912",,,De Rerum Natura (81190),T. Lucreti Cari De rerum natura libri sex.,Lipsiae,in aedibus B. G. Teubneri,1902,https://catalog.hathitrust.org/Record/100386367,1902,230 p.,,,,Hathi Trust,Harvard University
593,https://catalog.hathitrust.org/Record/005137277,"45255 : Lucretius Carus, Titus","91790 : Brieger, Adolf, 1832-1912",,,De Rerum Natura (81190),T. Lucreti Cari De rerum natura libri sex.,Lipsiae,in aedibus B. G. Teubneri,1899,https://catalog.hathitrust.org/Record/005137277,1899,230 p.,,,,Hathi Trust,Harvard University
609,https://catalog.hathitrust.org/Record/008368330,"45255 : Lucretius Carus, Titus","91785 : Bernays, Jacob, 1824-1881",,,De Rerum Natura (81190),T. Lucreti Cari De rerum natura libri sex,Lipsiae,sumptibus et typis B. G. Teubneri,1862,https://catalog.hathitrust.org/Record/008368330,1862,198 p.,,,,Hathi Trust,University of Wisconsin - Madison
610,https://catalog.hathitrust.org/Record/007964501,"45255 : Lucretius Carus, Titus","91785 : Bernays, Jacob, 1824-1881",,,De Rerum Natura (81190),T. Lucreti Cari De rerum natura libri sex,Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/007964501,1886,198 p.,,,,Hathi Trust,University of Wisconsin - Madison
611,https://catalog.hathitrust.org/Record/011624062,"45255 : Lucretius Carus, Titus","91785 : Bernays, Jacob, 1824-1881",,,De Rerum Natura (81190),T. Lucreti Cari De rerum natura libri sex.,Lipsiae,sumptibus et typis B. G. Teubneri,1852,https://catalog.hathitrust.org/Record/011624062,1852,198 p.,,,,Hathi Trust,Harvard University
612,https://catalog.hathitrust.org/Record/001809029,"45255 : Lucretius Carus, Titus","91790 : Brieger, Adolf, 1832-1912",,,De Rerum Natura (81190),T. Lucreti Cari De rerum natura libri sex.,Lipsiae,in aedibus B. G. Teubneri,1894,https://catalog.hathitrust.org/Record/001809029,1894,206 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan
603,https://catalog.hathitrust.org/Record/008900043,"45776 : Festus, Sextus Pompeius;45127 : Paul, the Deacon, 720-799?","89467 : Lindsay, W. M. (Wallace Martin), 1858-1937;89677 : Thewrewk, Emil, Ponori, 1838-1917",,,De Verborum Significatione (81687);Excerpta ex libris Pompei Festi de significatione uerborum (83210),Sexti Pompei Festi De verborum significatu quae supersunt cum Pauli epitome,Lipsiae,in aedibus B. G. Teubneri,1913,https://catalog.hathitrust.org/Record/008900043,1913,573 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University
176,https://catalog.hathitrust.org/Record/011600754,"45399 : Suetonius, approximately 69-approximately 122","84138 : Ritschl, Friedrich Wilhelm, 1806-1876;84136 : Reifferscheid, August, 1835-1887",,,De Viris Illustribus (91911);De Poetis (81437);De Historicis (81435);De Oratoribus (81436);De Grammaticis et Rhetoribus (81433);De Philosophis (91910);Prata (81441);Fragmenta (81440),C. Suetoni Tranquilli praeter Caesarum libros reliquiae,Lipsiae,sumptibus et formis B. G. Teubneri,1860,https://catalog.hathitrust.org/Record/011600754,1860,565 p.,,,C. Suetoni Tranquilli praeter Caesarum libros reliquiae.,HathiTrust,Harvard University
189,https://catalog.hathitrust.org/Record/007113113,"45399 : Suetonius, approximately 69-approximately 122","84138: Ritschl, Friedrich Wilhelm, 1806-1876;84136: Reifferscheid, August, 1835-1887",,,De Viris Illustribus (91911);De Poetis (81437);De Historicis (81435);De Oratoribus (81436);De Grammaticis et Rhetoribus (81433);De Philosophis (91910);Prata (81441);Fragmenta (81440),C. Suetoni Tranquilli Praeter Caesarum libros reliquiae,Lipsiae,sumptibus et formis B. G. Teubneri,1860,https://catalog.hathitrust.org/Record/007113113,1860,565p.,,,,HathiTrust,University of California
190,https://catalog.hathitrust.org/Record/001809997,"45399 : Suetonius, approximately 69-approximately 122","84138: Ritschl, Friedrich Wilhelm, 1806-1876;84136: Reifferscheid, August, 1835-1887",,,De Viris Illustribus (91911);De Poetis (81437);De Historicis (81435);De Oratoribus (81436);De Grammaticis et Rhetoribus (81433);De Philosophis (91910);Prata (81441);Fragmenta (81440),C. Suetoni Tranquilli praeter Caesarum libros reliquiae,Lipsiae,sumptibus et formis B. G. Teubneri,1860,https://catalog.hathitrust.org/Record/001809997,1860,565 p.,,,,HathiTrust,University of Michigan
191,https://catalog.hathitrust.org/Record/100837180,"45399 : Suetonius, approximately 69-approximately 122","84138 : Ritschl, Friedrich Wilhelm, 1806-1876;84136: Reifferscheid, August, 1835-1887",,,De Viris Illustribus (91911);De Poetis (81437);De Historicis (81435);De Oratoribus (81436);De Grammaticis et Rhetoribus (81433);De Philosophis (91910);Prata (81441);Fragmenta (81440),C. Suetonii Tranquilli praeter Caesarum libros reliquiae,Lipsiae,sumptibus et formis B. G. Teubneri,1860,https://catalog.hathitrust.org/Record/100837180,1860,565 p.,,,,HathiTrust,University of Iowa
177,https://catalog.hathitrust.org/Record/007117707,"45399 : Suetonius, approximately 69-approximately 122","84099 : Ihm, Max, 1863-1909",,,De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640),C. Suetoni Tranquilli opera,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/007117707,1908,,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Princeton University
178,https://catalog.hathitrust.org/Record/000909794,"45399 : Suetonius, approximately 69-approximately 122","84099 : Ihm, Max, 1863-1909",,,De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640),C. Suetoni Tranquilli opera,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/000909794,1907,,,,,HathiTrust,University of Michigan
187,https://catalog.hathitrust.org/Record/100151354,"45399 : Suetonius, approximately 69-approximately 122","84099 : Ihm, Max, 1863-1909",,,De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640),"C. Suetoni Tranquilli, de vita Caesarum libri VIII",Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100151354,1907,375 p.,,,De vita Caesarum,HathiTrust,Cornell University
181,https://catalog.hathitrust.org/Record/100836266,"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,,De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640);De Grammaticis et Rhetoribus (81433);Fragmenta (81440),C. Suetoni Tranquilli quae supersunt omnia,Lipsiae,sumptibus et typis B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100836266,1893,357 p.,,,,HathiTrust,University of Iowa
182,https://catalog.hathitrust.org/Record/100639438,"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,,De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640);De Grammaticis et Rhetoribus (81433);Fragmenta (81440),C. Suetoni Tranquilli quae supersunt omnia,Lipsiae,sumptibus et typis B. G. Teubneri,1865,https://catalog.hathitrust.org/Record/100639438,1865,357 p.,,,,HathiTrust,University of California
183,https://catalog.hathitrust.org/Record/009774583,"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,,De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640);De Grammaticis et Rhetoribus (81433);Fragmenta (81440),C. Suetoni Tranquilli quae supersunt omnia,Lipsiae,in aedibus B. G. Tuebneri,1898,https://catalog.hathitrust.org/Record/009774583,1898,357 p.,,,,HathiTrust,Harvard University
184,https://catalog.hathitrust.org/Record/011617221,"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,,De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640);De Grammaticis et Rhetoribus (81433);Fragmenta (81440),C. Suetoni Tranquilli quae supersunt omnia,Lipsiae,sumptibus et typis B. G. Teubneri,1858,https://catalog.hathitrust.org/Record/011617221,1858,357 p.,,,Bibliotheca scriptores Graecorum et Romanorum Teubneriana,HathiTrust,Harvard University
185,https://catalog.hathitrust.org/Record/100479859,"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,,De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640);De Grammaticis et Rhetoribus (81433);Fragmenta (81440),C. Suetoni Tranquilli quae supersunt omnia,Lipsiae,in aedibus B. G. Teubneri,1902,https://catalog.hathitrust.org/Record/100479859,1902,357 p.,,,,HathiTrust,Harvard University
186,https://catalog.hathitrust.org/Record/011555561,"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,,De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640);De Grammaticis et Rhetoribus (81433);Fragmenta (81440),C. Suetoni Tranquilli quae supersunt omnia,Lipsiae,sumptibus et typis B. G. Teubneri,1871,https://catalog.hathitrust.org/Record/011555561,1871,357 p.,,,,HathiTrust,Harvard University
188,https://catalog.hathitrust.org/Record/100332272,"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,,De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640);De Grammaticis et Rhetoribus (81433);Fragmenta (81440),C. Suetoni Tranquilli quae supersunt omnia,Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100332272,1904,357 p.,,,,HathiTrust,Harvard University
314,https://catalog.hathitrust.org/Record/012467714,"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,,De Vita Caesarum (81438);Divus Iulius (89629);Divus Augustus (89630);Tiberius (89631);Caligula (89632);Divus Claudius (89633);Nero (89634);Galba (89635);Otho (89636);Vitellius (89637);Divus Vespasianus (89638);Divus Titus (89639);Domitianus (89640);De Grammaticis et Rhetoribus (81433);Fragmenta (81440),C. Suetoni Tranquilli quae supersunt omnia,Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/012467714,1886,357 p.,,,Works.Latin.1886,Hathi Trust,Cornell University
294,https://catalog.hathitrust.org/Record/001221319,45357 : Quintilian,"84116 : Lehnert, Georg, 1871-",,,Declamationes maiores (dub.) (81326),Quintiliani quae servuntur Declamationes XIX maiores,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/001221319,1905,490 p.,,,,Hathi Trust,Harvard University
274,https://catalog.hathitrust.org/Record/005797203,45357 : Quintilian;Charles C. Miller Memorial Apicultural Library,"84116 : Lehnert, Georg, 1871-",,,Declamationes maiores (dub.) (81326),Quintiliani quae feruntur Declamationes XIX maiores,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/005797203,1905,490 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Wisconsin - Madison
33,https://catalog.hathitrust.org/Record/006792422,45704 : Calpurnius Flaccus,"84116 : Lehnert, Georg, 1871-",,,"Declamationes, excerpta (81631)",Declamationes,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/006792422,1903,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Indiana University
170,https://catalog.hathitrust.org/Record/100320143,45704 : Calpurnius Flaccus,"84116 : Lehnert, Georg, 1871-",,,"Declamationes, excerpta (81631)",Calpurnii Flacci Declamationes,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/100320143,1903,64 p.,,,,HathiTrust,Harvard University
633,https://catalog.hathitrust.org/Record/100390292,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89461 : Haase, Friedrich, 1808-1867",,,Dialogi (81577);De Ira (89619);De Otio (89620);De Brevitate Vitae (89621);De Vita Beata (89622);De Tranquillitate Animi (89623);De Providentia (89624);De Consolatione ad Polybium (89625);De Consolatione ad Helviam (89626);De Consolatione ad Marciam (89627);De Constantia (89628);Apocolocyntosis (81573);De Clementia (81575);Epigrammata super exilio (91909),Opera quae supersunt,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/100390292,1898,,,,,Hathi Trust,Harvard University
124,https://catalog.hathitrust.org/Record/001769371,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89459 : Gercke, Alfred, 1860-1922;89460 : Hermes, Emil, 1847-1911;89461 : Haase, Friedrich, 1808-1867;84092 : Hense, Otto, 1845-1931;84097 : Hosius, Carl, 1866-1937",,,Dialogi (81577);De Ira (89619);De Otio (89620);De Brevitate Vitae (89621);De Vita Beata (89622);De Tranquillitate Animi (89623);De Providentia (89624);De Consolatione ad Polybium (89625);De Consolatione ad Helviam (89626);De Consolatione ad Marciam (89627);De Constantia (89628);De Beneficiis (81574);De Clementia (81575);Naturales Quaestiones (81583);Epistulae Morales ad Lucilium (81578),L. Annaei Senecae opera quae supersunt ...,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/001769371,1898,,4 v.,,,Hathi Trust,University of Michigan
626,https://catalog.hathitrust.org/Record/009775002,"45615 : Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.","89460 : Hermes, Emil, 1847-1911;89461 : Haase, Friedrich, 1808-1867;84092 : Hense, Otto, 1845-1931;84097 : Hosius, Carl, 1866-1937;89459 : Gercke, Alfred, 1860-1922",,,Dialogi (81577);De Ira (89619);De Otio (89620);De Brevitate Vitae (89621);De Vita Beata (89622);De Tranquillitate Animi (89623);De Providentia (89624);De Consolatione ad Polybium (89625);De Consolatione ad Helviam (89626);De Consolatione ad Marciam (89627);De Constantia (89628);De Beneficiis (81574);De Clementia (81575);Naturales Quaestiones (81583);Epistulae Morales ad Lucilium (81578),Opera qvae svpersvnt ...,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/009775002,1898,,4 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Minnesota
508,https://catalog.hathitrust.org/Record/100579359,"45428 : Vegetius Renatus, Flavius","84117 : Lommatzsch, Ernst, 1871-1949",,,Digesta artis mulomedicinae (81527),Digestorum artis mulomedicinae libri,Lipsiae,B.G. Teubner,1903,https://catalog.hathitrust.org/Record/100579359,1903,342 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Cornell University
232,https://catalog.hathitrust.org/Record/006645098,"45428 : Vegetius Renatus, Flavius;45164 : Gargilius Martialis, Quintus","84117 : Lommatzsch, Ernst, 1871-1949",,,Digesta artis mulomedicinae (81527),P. Vegeti Renati Digestorum artis mulomedicinae libri,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/006645098,1903,342 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University
